token	lemma	semantic_tags
skizofrenia	skizofrenia	B2-/X1
sklerosis	sklerosis	B2-
skon	skon	F1
skop	skop	A1.7- A4.1
skop	skop	M2 M6 O4.5 O4.1 W4 A1.1.1 B3 B4 X6+ S6+ K2 Q4.3
skop	skop	N5 N3.6
skop	skop	W3 X2.6+
skor	skor	K5 A5.1 N3.1 X9.2+ A1.1.1
skors	skors	T2-/G2.1
skrin	skrin	A10- Q4.3 X2.4 B3
skrin	skrin	X3.4-
skrip	skrip	K4 Y2@
skrip	skrip	Q1.2
skrol	skrol	M2 M1
skru	skru	A1.1.1 S3.2/B1 G2.2- X9.2- E6+
skuad	skuad	G3/S5+c S5+c
skuad	skuad	S5+
skuadron	skuadron	M4c M3c
skuadron	skuadron	M5/S5+c G3/S5+c S5+c
skuasy	skuasy	M2 N5- T2- A1.1.2 S7.1+
skup	skup	A14/Q4.2
skuter	skuter	M3fn
slaid	slaid	M1 M2 A5.1-/A2.1 I1.1-/A2.1 K2 K5.2
slalom	slalom	K5.1
slander	slander	Q2.2/A5.2- Q2.2/A1.1.2 G2.1-
slanga	slanga	Q3
slip	slip	B5- A1.1.1 A9-
slip	slip	M1 A9- A2.1+ A5.1-/A2.1
slogan	slogan	Q2.1
slot	slot	A1.1.1 T1.3
snek	snek	B1 A12-
snorkel	snorkel	K2
snorkel	snorkel	M4
snuker	snuker	A12-
soal	soal	A11.1+
soal	soal	A9-
soal	soal	Q2.2
soal	soal	X2.1
soalan	soalan	P1 X2.4 B3
soalan	soalan	Q2.2
sobat	sobat	S3.1/S2mf
sobat	sobat	S8+/S2mf K5.1/S2mf Q1.1%
sobat	sobat	S9/S2mf
sobekan	sobekan	A1.1.2 M2 E3- G2.2-
sobok	sobok	S3.1 M6 A1.1.1 X9.2+ A6.1+
sodomi	sodomi	S3.2
sofa	sofa	H5
sofa	sofa	M2 N3.2/H1
sofisme	sofisme	O4.2+ X9.1+
sofistikasi	sofistikasi	O4.2+ X9.1+
sofistikated	sofistikated	O4.2+ X9.1+
sogang	sogang	H2
sogokan	sogokan	G2.2-
sogokan	sogokan	G2.2- G2.1- Q3
sogokan	sogokan	G2.2-/I1.1
sogokan	sogokan	I1/G2.2-
sohor	sohor	A11.1+ S7.2+
sok	sok	A2.1+
sok	sok	A9+ B5
sokah	sokah	I1.2+/S2mf
sokah	sokah	N5.2+ O4.1
soket	soket	A10+ M6 H1
soket	soket	O3 O2
sokong	sokong	A1.1.1
sokong	sokong	A10+ A7+ Q2.2
sokong	sokong	A7+ Q2.2 S9@
sokong	sokong	H1 W3 S8+ L2
sokong	sokong	K2 F1 S3.1
sokong	sokong	S1.2.3+ S7.1++
sokong	sokong	S8+
sokong	sokong	S8+ A1.1.1 K5.1 I1.1 A10+
sokong	sokong	S8+ K5.1/I1 M1 M6 K2
sokong	sokong	T2+ A1.1.1 N5+/A2.1 M1 M2
sokongan	sokongan	A1.5.1 A9+
sokongan	sokongan	E2++
sokongan	sokongan	I2.2
sokongan	sokongan	Q1.2 Y2
sokongan	sokongan	Q2.2/G2.1 Q2.2
sokongan	sokongan	S1.1.3+ N4
sokongan	sokongan	S7.4
sokongan	sokongan	S8+
sokongan	sokongan	S8+ A1.1.1 K5.1 I1.1 A10+
sokongan	sokongan	S8+ K5.1/I1 M1 M6
sokongan	sokongan	X5.2+
solak	solak	X7+
solar	solar	W1 W2 O3
solat	solat	S9/Q2.2 A7+
soldadu	soldadu	A1.1.1 G3
solder	solder	A1.1.1
solider	solider	A7+/A2.1 S5+
solo	solo	S5-
solok	solok	W3
sombong	sombong	E4.2+/S1.2 S1.2.3+
sombong	sombong	G2.2-/S2mf
sombong	sombong	G3/S2.2m T1.1.1/S2.2m
sombong	sombong	N3.2+
sombong	sombong	N5.2++
sombong	sombong	S1.2.3+
sombong	sombong	S1.2.3+ S7.2-
sombong	sombong	S5+
sombong	sombong	X9.2-
someng	someng	G3 A1.1.1
someng	someng	O4.2-
sompek	sompek	A9-/G2.1- G2.1 A1.1.2
sompeng	sompeng	A9-/G2.1- G2.1 A1.1.2
somplak	somplak	A9-/G2.1- G2.1 A1.1.2
sonar	sonar	Y2
sonet	sonet	Q3
soneta	soneta	Q3
songar	songar	E4.2+/S1.2 S1.2.3+
songar	songar	S1.2.3+
songel	songel	F1/B1 X2.1
songong	songong	S1.2.4-
songsang	songsang	A1.1.1
songsang	songsang	A5.1-/A2.1 M6
songsang	songsang	A6.1-
sonor	sonor	K2
sontok	sontok	O3
sontoloyo	sontoloyo	S1.2.6- X9.1-
sopan	sopan	A5.1+ G2.2+ S1.2.4+
sopan	sopan	A5.3+
sopan	sopan	G1.1 S1.2.4+ G2.1 H1%
sopan	sopan	G1.2
sopan	sopan	N3.2- S1.2.3-
sopan	sopan	O4.2+
sopan	sopan	S1.2.3-
sopan	sopan	S1.2.4+
sopan	sopan	S7.2+
soprano	soprano	K2/S2.1f
sorak	sorak	Q2.2 E4.1+
sorakan	sorakan	E4.1- Q2.2
sorakan	sorakan	Q2.2 E4.1+
sorang	sorang	S5-
sore	sore	B2-
sore	sore	T1.3
sorokan	sorokan	A9+/N5+
sorongan	sorongan	M2
sorot	sorot	E4.1+ W2 Q4.3
sorot	sorot	W2 O4.6+
sorotan	sorotan	A10+ X2.6+ O4.4 Q4.3
sorotan	sorotan	E4.1+ W2 Q4.3
sorotan	sorotan	P1/G2.1 M2
sorotan	sorotan	Y1
sos	sos	S1.2.4-
sosej	sosej	F1 O4.4
sosial	sosial	S1.1.1 I1.1/G1.1
sosial	sosial	S1.2.1+
sosialis	sosialis	G1.2/S2mf
sosialisme	sosialisme	G1.2
sosialisme	sosialisme	G1.2/S2mf
sosialit	sosialit	S5+c
sosioekonomi	sosioekonomi	S1.1.1
sosiologi	sosiologi	S1.1.1
sosiologis	sosiologis	S1.1.1
sosiologis	sosiologis	S1.1.1/S2mf
sosok	sosok	X2.1 X2.5+
sotong	sotong	L2mfnc
sowan	sowan	A2.2/E4.1-
sowan	sowan	Q2.1
sowan	sowan	S1.1.1 M1
spageti	spageti	F1
span	span	A1.7+
span	span	B4 I1.1/A9+
spanar	spanar	M2
spaniel	spaniel	L2mfn
spasma	spasma	B2- N6
spastik	spastik	B2-/S2mf
spastik	spastik	N3.2/A5.1+ N3.2 A1.2+ M2 B2-
sped	sped	O2 K5.2 S2/O4.3mf
spektrometer	spektrometer	Y1
spektroskop	spektroskop	Y1
spektroskopi	spektroskopi	Y1
spektrum	spektrum	A6.3+ O4.3 Y1
spekulan	spekulan	O2
spekulasi	spekulasi	A10+ X2.6+ O4.4 Q4.3
spekulasi	spekulasi	A15- I1/A1.4 K5.2/I1
spekulasi	spekulasi	Q2.1/A5.2-
spekulasi	spekulasi	X2.1/A7-
spekulasi	spekulasi	X2.6+ I2.1
spekulatif	spekulatif	A1.6
spekulator	spekulator	O2
sperma	sperma	B1
spermatozoon	spermatozoon	B1
spesialis	spesialis	X2.2+/S2mf B3/S2mf
spesialisasi	spesialisasi	A4.2+
spesies	spesies	A4.1
spesies	spesies	A4.1c L2c
spesies	spesies	O4.3 S7.1+/O4.3
spesies	spesies	Q2.2 A4.1
spesifikasi	spesifikasi	A4.2+/Q2.2
spesimen	spesimen	A4.1/L3 A4.1/L2 A4.1 B3 A6.2+
spion	spion	G2.1/S2mf
spion	spion	X2.4
spontan	spontan	A1.4 K4 Q2.2
spontan	spontan	X7-
sport	sport	A10+
spring	spring	M1
spring	spring	M1 A2.2 Q2.1 G2.1-@ T1.3%
sputum	sputum	B1
srikandi	srikandi	Q4.1/S2.1f E5+/S2.1f E2+/S2.1f
stabil	stabil	A1.1.1
stabil	stabil	A2.1- O4.1
stabil	stabil	L2/H4
stabil	stabil	O3 M8/M3fn
stabil	stabil	O4.5
stadion	stadion	K5.1/H1
stadium	stadium	K5.1/H1
staf	staf	I3.1
stail	stail	A1.1.1
stail	stail	A1.1.1 Q2.2
stail	stail	A5.4- A10+ C1
stail	stail	M1/N3.8+
stail	stail	Q3
stail	stail	S1.1.1 X4.2
stail	stail	Z3
stalinis	stalinis	G1.2
stamina	stamina	S1.2.5+
standard	standard	A5.1 G2.2 Q1.1 O2@
standard	standard	X4.1
standardisasi	standardisasi	A6.2+/A2.1
stasiun	stasiun	G3/H4
statik	statik	A1.1.1-
statik	statik	O3 M8/M3fn
statis	statis	A1.1.1-
statis	statis	O3
statistik	statistik	N2
statistik	statistik	N3.1
statistik	statistik	N3.1c N2c
status	status	B4 P1
status	status	N3.7 A11.1+
status	status	S7.1 A4.1 A11.1
statut	statut	G2.1
stempel	stempel	A1.7+ X6+ F1
stempel	stempel	Q1.2 A1.1.1 A10+ A2.2
steno	steno	Q1.2/S2mf
stenografi	stenografi	Q1.2
stensil	stensil	Q1.2
stensilan	stensilan	Q1.2
steppe	steppe	W3
stereng	stereng	M2
stereo	stereo	K3
stereofon	stereofon	K3
stereofonik	stereofonik	K3
stereotaip	stereotaip	A4.1 Q1.2@
stereotaip	stereotaip	A6.2+/X2.1
steril	steril	B3 B4
steril	steril	B4 B2-/S4 X5.2-
steril	steril	L3-/F4 N5--- B2-/S4
sterling	sterling	I1
steroid	steroid	F3 B3
stesen	stesen	G3/H4
stesen	stesen	M5/H1 M4/H1 O3 Y2
stesen-kerja	stesen-kerja	Y2
stetoskop	stetoskop	O2/B3
stew	stew	F1 E6-
stigma	stigma	G2.2- L3
stigma	stigma	O4.1 Q1.2 A5.1
stigma	stigma	S9
stik	stik	F1
stileto	stileto	B5 G3%
stim	stim	O1.3 M1 F1 A1.1.1
stimulus	stimulus	X5.2+ A2.2
stok	stok	A9+
stok	stok	A9-
stoker	stoker	M4/S2mf M3/S2mf%
stokin	stokin	B5
stoking	stoking	A9+ B5
ston	ston	F1 E3-
stopkontak	stopkontak	O3 A1.1.1 I2.2/Q2.2
stor	stor	A9+/H1
stor	stor	A9+/H1 N5+
stor	stor	I2.2 G2.1@
stor	stor	X2 X2.2+ S7.2+ Y2
storan	storan	M2 A2.1+
storan	storan	X2 X2.2+ S7.2+ Y2
stout	stout	O4.2 S1.2.5+
strategi	strategi	X7+
strategi	strategi	X7+ G3
strategik	strategik	X7+ G3
strategis	strategis	X7+ G3
strategis	strategis	X7+/S2mf
stratifikasi	stratifikasi	A6.1- A4.1 W3
stratosfera	stratosfera	W3 W1
strawberi	strawberi	F1
strecer	strecer	B3 N3.7+/O2
stres	stres	Q2.2 A1.1.2
strok	strok	X3.3
strontium	strontium	S9
struktur	struktur	A1.1.1
struktur	struktur	B1 O2 S5+c O4.1 S2mf
struktur	struktur	O4.1 S7.1
struktur	struktur	Q2.2 S7.1+ O4.1
struktur	struktur	X4.2
struktur	struktur	X4.2 O3 M3 M4 Q1.3 Y2 B1 N2 G1.1c
struktural	struktural	O4.1 S7.1
strup	strup	O1.2
studi	studi	P1 X2.4
studio	studio	C1/H2 Q4.3/H1c H1
sturgeon	sturgeon	L2 F1
sua	sua	S3.1 M6 A1.1.1 X9.2+ A6.1+
suak	suak	H2
suak	suak	L2/Q2.1
suak	suak	Q1.2 A1.1.1
suak	suak	W3/M4 O2
suaka	suaka	A15+/M7 A10-
suaka	suaka	H2/S9
suaka	suaka	S9/H1
suam	suam	O4.6 X5.2-
suam	suam	O4.6+ E2+
suami	suami	A1.5.1/A1.3+
suami	suami	I3.1
suami	suami	S4mf
suang	suang	A12+
suap	suap	F1/N5 Q2.2 Q3/A12-
suapan	suapan	F1/N5 Q2.2 Q3/A12-
suapan	suapan	G2.2-/I1.1
suar	suar	O4.6+ O3
suara	suara	A10+ B4 S3.1-
suara	suara	G1.2
suara	suara	K3
suara	suara	Q1.3
suara	suara	Q2.1
suara	suara	Q2.1 X3.2 A2.2
suara	suara	Q3 A11.2+
suara	suara	X3.2 Q2.2 A8 N3.1%
suasana	suasana	A3+ O4.1 M6 I3.1@
suasana	suasana	B4 P1
suasana	suasana	B4 Q2.1
suasana	suasana	E1
suasana	suasana	M2
suasana	suasana	M6
suasana	suasana	O4.1
suasana	suasana	W3 W1 E1 N3.5
suasana	suasana	W4 A1.1.1 E1
suasana	suasana	W5 W3 E1 Y2 O4.1
suasana	suasana	X3.4/E3-
subahat	subahat	O2 B5 S8+/S2mf
subahat	subahat	S1.1.3+ S8+ S5+
subahat	subahat	S1.1.3+/S2mf G3/S2mf
subahat	subahat	S8+/S2mf
subahat	subahat	S8+/S2mf A10-
subal	subal	O4.5 S1.2.4- O4.1
suban	suban	A1.1.1
subang	subang	B5
subbahagian	subbahagian	N5.1-
subjek	subjek	A1.1.1 S7.1+
subjek	subjek	G2.1 A1.7+
subjek	subjek	O1 B5 O2 X2.2 S1.2
subjek	subjek	X4.1
subjektif	subjektif	A3+
subjektif	subjektif	E1
subkontrak	subkontrak	I2.1
subordinat	subordinat	S7.1-
subprogram	subprogram	A6.2+ X4.2 K4
subrotin	subrotin	A6.2+ X4.2 K4
subrutin	subrutin	A6.2+ X4.2 K4
subseksyen	subseksyen	N5.1-
subsidi	subsidi	I1.1
subsidiari	subsidiari	O2 B5 S8+/S2mf
subsidiari	subsidiari	S8+/S2mf Q3
subsistem	subsistem	X4.2 O3 M3 M4 Q1.3 Y2
subskrip	subskrip	S7.1--/S2mf A5.1--/S2mf
subspesies	subspesies	S7.3+ M1/N3.8+
substandard	substandard	N5- X9.1-
substantif	substantif	A11.1+ N5+ O4.1 Q3
subuh	subuh	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
subuh	subuh	M1 N5+/A2.1 N3.2+/A2.1 S7.1+/A2.1 N3.7+/A2.1
subuh	subuh	T1.2 T2+
subuh	subuh	T1.3
subur	subur	A1.1.1/N5+ N5+
subur	subur	A1.1.1/N6+ Q3
subur	subur	B1/S4
subur	subur	B2+ X9.2+ A5.1+
subur	subur	I1.1+ O4.1 N5+ X5.2+ E4.1+
subur	subur	N3.2/A5.1+ N3.2 A1.2+ M2 B2-
subur	subur	N5+++ X3.2
subur	subur	O1
subur	subur	O4.1 B1 X9.2+
subur	subur	Q2.2 X3.2
subur	subur	X5.2+
subur	subur	X9.2+
subversi	subversi	G2.1-
subversi	subversi	G2.2- G2.1- Q3
suci	suci	A5.4+ O4.1 A14 A4.2+ G2.2+
suci	suci	B4
suci	suci	G2.1 A2.1-
suci	suci	G2.1+/S2mf X9.1-/S2mf
suci	suci	G2.2+
suci	suci	G2.2+ S3.2- O4.2
suci	suci	O4.2+
suci	suci	S3.2/S2mf
suci	suci	S7.2+ S9
suci	suci	S9
suci	suci	S9 A7-
suci	suci	S9 A9-
suci	suci	S9 S7.2+
suci	suci	X4.1 A5.1+++
suci	suci	X7.2+ S9
sudah	sudah	T1.1.1
sudahnya	sudahnya	N4 Z4
sudi	sudi	A6.1+ Q2.2
sudi	sudi	S1.2.3+ S7.1++
sudi	sudi	X7+
sudip	sudip	F1/S2mf Y2
sudip	sudip	O2
sudu	sudu	A1.1.1
suduk	suduk	E3-
sudung	sudung	A10-
sudut	sudut	A1.7+ S7.1+ M3
sudut	sudut	A4.1 A8 M6
sudut	sudut	O4.4
sudut	sudut	O4.4 K5.1 X4.1
sudut	sudut	W2 O4.6+
suet	suet	F1
sugi	sugi	B4
sugi	sugi	B4 A1.1.1
sugi	sugi	F1/B1 X2.1
sugih	sugih	I1.1+ O4.1 N5+ X5.2+ E4.1+
sugul	sugul	E4.1- A5.1-
sugul	sugul	E4.1- N3.2-
sugul	sugul	I1.2
sugul	sugul	O4.3 E4.1-
sugul	sugul	S7.1+ N5-/A2.1 O4.3
suhian	suhian	S3.2/H1c
suhu	suhu	O4.6
suhu	suhu	W4 B5
suis	suis	A2.1+
suis	suis	S7.1+ A1.7+
suit	suit	H2 H5 K2
suitan	suitan	X3.2+
suji	suji	F1
suka	suka	E2+
suka	suka	E2+ X2.6+ X7+ X2.1
suka	suka	E2++
suka	suka	E4.1+ E4.2+
suka	suka	E4.2+
suka	suka	N6+
suka	suka	S7.4+ E2+ G1.1
suka	suka	X7+
sukacita	sukacita	E4.1+
sukacita	sukacita	E4.1+ E4.2+
sukacita	sukacita	E4.2+
sukacita	sukacita	S3.2/S2.2m
sukan	sukan	A10+
sukar	sukar	A10-
sukar	sukar	A12-
sukar	sukar	A12- O4.2- E1
sukar	sukar	N5.2+
sukar	sukar	O4.1
sukar	sukar	O4.1 X8+ X5.2+ N5+ A12-
sukar	sukar	S1.2.3+
sukar	sukar	X2.5-
sukarela	sukarela	K2
sukarela	sukarela	X2.1 X2.4
sukarelawan	sukarelawan	A9-/X7+ Q2.2
sukarelawan	sukarelawan	S9/S2mf
sukaria	sukaria	E4.2+
sukatan	sukatan	A9-
sukatan	sukatan	N3.1
suki	suki	A13.3 N5++
sukma	sukma	S2mfc
sukrosa	sukrosa	O1.1
sukses	sukses	X9.2+
suku	suku	M4
suku	suku	N4
suku	suku	S4c
suku	suku	S5+
sukun	sukun	F1
sulah	sulah	O4.2
sulam	sulam	B5 Q2.2
sulaman	sulaman	C1 A1.1.1
sulfat	sulfat	O1
sulfur	sulfur	O1.1
suli	suli	S4mf
suli	suli	S4mfn
sulih	sulih	A2.1+
sulih	sulih	A2.1+/S2mf
suling	suling	F2/A1.1.1 A1.1.1/O1.2 X2.1
suling	suling	K2
suling	suling	M2 A9+
suling	suling	N5-/A2.1 O4.6-/A2.1
sulit	sulit	A1.1.1 A10- T2-
sulit	sulit	A10-
sulit	sulit	A10- G2.1-
sulit	sulit	A10-/G2.2-
sulit	sulit	A12-
sulit	sulit	A4.1 A10-
sulit	sulit	A4.2+ A1.3/N5.2+
sulit	sulit	G2.2-
sulit	sulit	G3/S2mf B1
sulit	sulit	O4.1 X8+ X5.2+ N5+ A12-
sulit	sulit	X2.2- X2.5- A6.2-
sulit	sulit	X2.5-
sulit,haram	sulit,haram	A10-
sultan	sultan	I1
sultan	sultan	S7.1+/S2.2m
sultanah	sultanah	S7.1+/S2.2m
sultani	sultani	S7.1+/S2.2m
sulung	sulung	N4 P1@
sulung	sulung	P1
sulung	sulung	T3+++
sulur	sulur	M1/N3.8+/S2mf K5.1/S2mf K5.1/L2mf I3.1/S2mf O2 L3
sumbang	sumbang	A5.2-
sumbang	sumbang	A6.1- A5.1-
sumbang	sumbang	A9- A1.1.1
sumbang	sumbang	G2.2-
sumbang	sumbang	I1.1
sumbangan	sumbangan	A9- A2.2 S1.1.3+
sumbangan	sumbangan	A9- Q2.2
sumbangan	sumbangan	A9-/X7+ Q2.2
sumbangan	sumbangan	Q4.2/I2.2 A9-/I1 I2.2/I1
sumbangsih	sumbangsih	A9- A2.2 S1.1.3+
sumbat	sumbat	A10-
sumbat	sumbat	O1.1 O2
sumbat	sumbat	O3 A1.1.1 I2.2/Q2.2
sumbatan	sumbatan	A12- B2- S8-
sumber	sumber	A9+
sumber	sumber	A9-
sumber	sumber	M1 A2.2 Q2.1 G2.1-@ T1.3%
sumber	sumber	M7/S4
sumber	sumber	T2+
sumber	sumber	T2+ M6 A2.2
sumber	sumber	W3/M4
sumber	sumber	W3/M4 N5+ O2
sumbing	sumbing	A1.1.1
sumbing	sumbing	O4.3/A2.1
sumbing	sumbing	X2.4/A5.3 A15 Q1.2 T2- M5
sumbu	sumbu	O2
sumbu	sumbu	O2/X3.2
sumbut	sumbut	A1.5.2+
sumir	sumir	O3
sumo	sumo	K5.1
sumpah	sumpah	Q2.2
sumpah	sumpah	Q2.2 A1.4-
sumpah	sumpah	Q2.2/E2-
sumpah-sumpah	sumpah-sumpah	L2 A2.1+/S2mf
sumpahan	sumpahan	Q2.2 A1.4-
sumpahan	sumpahan	Q2.2/E2-
sumpal	sumpal	A1.1.1 N5+ A1.8+ B3
sumpal	sumpal	N3.2-
sumpal	sumpal	O3 A1.1.1 I2.2/Q2.2
sumpit	sumpit	A9+ K5.1
sumpit-sumpit	sumpit-sumpit	L2
sumsum	sumsum	B1 L3
sumur	sumur	A10+ E1+
sunan	sunan	S7.1+
sunan	sunan	S7.1+/S2mf O2
sundal	sundal	G2.2-
sungai	sungai	W3/M4 N5+
sungguh	sungguh	A13.2
sungguh	sungguh	A13.3
sungguh	sungguh	A13.3 A5.1+
sungguh	sungguh	A13.3 A6.2-
sungguh	sungguh	A13.7
sungguh	sungguh	A4.1
sungguh	sungguh	A5.2+ A5.4+
sungguh	sungguh	E4.1-
sungguh	sungguh	N3.2+++
sungguh	sungguh	O4.1
sungguh	sungguh	X5.2+ A13.3
sungguh-sungguh	sungguh-sungguh	A11.1+ A15- E4.1-
sungguh-sungguh	sungguh-sungguh	A5.2+
sungguh-sungguh	sungguh-sungguh	I3.2+
sungguhpun	sungguhpun	Z5
sungkah	sungkah	S1.2.2+
sungkawa	sungkawa	E4.1-
sungkawa	sungkawa	E4.1- A5.1-
sungkawa	sungkawa	O4.2-
sungkup	sungkup	F4
sungkur	sungkur	A1.1.1
sungkur	sungkur	O2 A1.1.1/S2mf Z2/S2mf
sungkur	sungkur	O2 K5.2 S2/O4.3mf
sungu	sungu	L2 G2.1/S2mf P1/S2mf%
sungut	sungut	E2-/Q2.2
sungut	sungut	Q2.2/X3.2- X3.2-
sungutan	sungutan	E2-
sungutan	sungutan	E2-/Q2.2
sungutan	sungutan	Q2.2/E2- B2-@
sungutan	sungutan	Q2.2/X3.2-
sunni	sunni	S9/S2mf
suntik	suntik	B3 A9- Y1
suntikan	suntikan	B3
suntikan	suntikan	B3 A9- Y1
sunting	sunting	Q1.2 Q4
suntuk	suntuk	N5.1+
suntuk	suntuk	O1.1
sunyi	sunyi	E3+
sunyi	sunyi	M1 T2- A9- E1%
sunyi	sunyi	M2/A6.1- E6
sunyi	sunyi	X3.2- A10-
sunyi	sunyi	X3.2- E3+ A1.1.1/N5-
sup	sup	F1
superfisial	superfisial	A4.2- A8 S1.2 A11.1-
superintendan	superintendan	S7.1+/S2mf
superior	superior	S7.1++/S2mf A5.1++/S2mf
superioritas	superioritas	A5.1++ S7.1++ S1.2.3+
superioritas	superioritas	S7.1+ A11.1+ A11.2+
superioriti	superioriti	A5.1++ S7.1++ S1.2.3+
superkomputer	superkomputer	Y2
supersonik	supersonik	O4.2- A5.1-
supersonik	supersonik	X3.2 M5
superstruktur	superstruktur	S1.1.1/X2.1/G1.2 O4.1
supir	supir	M3
supir	supir	M3/S2mf O2
supremasi	supremasi	S7.1+ A11.1+ A11.2+
surabi	surabi	F1 O1.1
surai	surai	L2/B1 B1
suram	suram	E4.1-
suram	suram	E4.1--
suram	suram	G2.2/E2
suram	suram	I1.2
suram	suram	L2/Q2.1
suram	suram	O4.2- G2.2-
suram	suram	O4.2- O4.3 G2.2-
suram	suram	O4.3
suram	suram	O4.3 E4.1-
suram	suram	O4.3 G2.2-
suram	suram	O4.3/A2.1
suram	suram	S1.2.6+ O4.2 E4.1-
suram	suram	S7.1-
suram	suram	W2-
suram	suram	X5.2-
surat	surat	Q1.2
surat	surat	Q2.1 Q1.2
surat	surat	Q2.1 Q1.2 Q1.3 Q4.3
surat-menyurat	surat-menyurat	Q1.2 A6.1+
suratan	suratan	A7+++/S7.1- A3+/S7.1-
suratan	suratan	Q1.2
surau	surau	S9/H1
surcaj	surcaj	I1.3
surealisme	surealisme	C1
surgeri	surgeri	B3 B3/H1 B3/H2 S8+/T1.3
suria	suria	W1 W2 O3
surih	surih	A10+ C1 X2.4 Q2.1
surih	surih	A10-/Q1.1
surih	surih	E6-
surplus	surplus	N5.2+
suruh	suruh	Q2.2
suruh	suruh	S7.1+ X9.1+
suruh-suruhan	suruh-suruhan	A1.1.1
suruhan	suruhan	A1.1.1
suruhan	suruhan	M6 Q2.2 Q2.2 S7.1+ X4.2 K4
suruhan	suruhan	Q2.2 P1
suruhanjaya	suruhanjaya	G1.1c S7.1+/S5+c
suruhanjaya	suruhanjaya	S5+c
suruhanjaya	suruhanjaya	S7.1+/S5+c
surut	surut	I1.2
surut	surut	M1 M2 M4 N5-/A2.1 X3.2-/A2.1 A2.1+ E4.1- A1.1.1 F2 K5.1@
surut	surut	M1 M2 O4.4 F4
surut	surut	M2 N5-/A2.1 S7.1-/A2.1 A11.1-/A2.1 X3.2-/A2.1
surut	surut	N3.2-/A2.1 E2-@
surut	surut	N5-/A2.1
surut	surut	N5-/A2.1 Q2.2
surut	surut	N5-/A2.1 W3
surut	surut	W3/M4 N5-/A2.1
susah	susah	A12-
susah	susah	A12- E6- E3-
susah	susah	A12- O4.2- E1
susah	susah	A12- X4.1 B2-
susah	susah	A5.1---
susah	susah	E6-
susah	susah	I1.1- A5.1- N5- E4.1- X9.1-
susah	susah	I1.2
susah	susah	O4.1
susah	susah	O4.1 X8+ X5.2+ N5+ A12-
susah	susah	X2.5-
susah	susah	X8+ A12- E3-
susila	susila	G2.2+
susila	susila	S1.2.4+
suspens	suspens	E6-
suspensi	suspensi	A1.9
suspensi	suspensi	T2- I3.1- O2 O1.2
susu	susu	B1 F1 O2
susu	susu	F4 A9+
susu	susu	O4.3 O4.3/S2mf F2 F1 B1
susuh	susuh	X5.2+ A2.2
susulan	susulan	N4
susulan	susulan	Q4.1
susun	susun	S7.1+ A1.1.1
susunan	susunan	A1.1.1 K2
susunan	susunan	A2.1+ A5.1-/A2.1
susunan	susunan	A2.1+ O4.4 S5+c
susunan	susunan	A6.1+ Q2.2
susunan	susunan	G1.1 B2 O1/A1.8+
susunan	susunan	M2 I3.1
susunan	susunan	N5+ A6.3+
susunan	susunan	O4.1 K6@
susunan	susunan	O4.1 O2
susunan	susunan	O4.2+ G2.2+
susunan	susunan	Q2.2 S7.1+ O4.1
susunan	susunan	S7.1+/Q2.2 I2.2/Q2.2
susunan	susunan	X4.2
susur	susur	A1.1.1 A10- T2-
susur	susur	A1.1.1 M1
susur	susur	M1/N3.3-
susur	susur	M7/G1.1 M6
susur	susur	O2 A1.1.1 M1
susur	susur	Q2.2
susur	susur	X2.4
susur-galur	susur-galur	S4
susut	susut	M1 N5- A11.1- B1/B2
susut	susut	N3.2-/A2.1 E2-@
susut	susut	N5-/A2.1
susutan	susutan	N5-/A2.1
susyi	susyi	F1
sut	sut	A1.2+
sut	sut	I1.1 S7.4+ X4.1
sutera	sutera	O1.1 B5 G2.1/S2mf%
sutradara	sutradara	K2/S2mf I3.2/M3/S2mf O3
sutradara	sutradara	S7.1+/S2mf K4/S2mf
sutur	sutur	B3 B1
swasembada	swasembada	I1.1 O4.1
swastakan	swastakan	G1.1-
swastika	swastika	G1.2/Q1.1
syafakat	syafakat	E1 X2.5+/S1.2
syafakat	syafakat	X2.5+/E1 E4.1- A6.1+
syah	syah	Z1mf Z2
syahadat	syahadat	X2.1 S9
syahda	syahda	G2.2+ S7.1+ O4.2+
syahda	syahda	O4.2+
syahda	syahda	O4.2+ S1.2.1+
syahdu	syahdu	E3+ E4.2+
syahdu	syahdu	G2.2+ S7.1+ O4.2+
syahdu	syahdu	O4.2+
syahid	syahid	S9/S2mf E4.1-/S2mf
syahwat	syahwat	L2
syair	syair	Q3
syaitan	syaitan	F1 E3-
syaitan	syaitan	L2/S9mfn G2.2-/S2mf
syaitan	syaitan	S9
syaitan	syaitan	S9m
syak	syak	A7-
syak	syak	A7- E6-
syak	syak	X2.1/A5.1-
syak	syak	X2.1/A5.1- A7 N5---
syak	syak	X2.1/A5.1- G2.1-
syal	syal	B5
syampu	syampu	B4
syarab	syarab	F2
syarah	syarah	Q2.2 A4.1
syarahan	syarahan	Q1.2 Q2.2 A1.1.1
syarahan	syarahan	Q2.1 Q1.2
syarahan	syarahan	Q2.2 P1
syarat	syarat	A7- A9+ M7
syarat	syarat	A9-
syarat	syarat	B4 P1
syarat	syarat	O4.1
syarat	syarat	S6+
syarat	syarat	S6+ A11.1+
syarbat	syarbat	O1.2
syarif	syarif	G2.2+ S7.1+ O4.2+
syarifah	syarifah	G2.2+ S7.1+ O4.2+
