lemma	semantic_tags
selurusnya	A5.4+ A14
selusur	H2
selusur	Q2.2
selut	O1.1 E2-/Q2.2
selut	O1.2
selut	W3 O4.2-
semacam	A6.1+
semadi	X2.4
semafor	Q1.1
semai	F4 A2.2
semai	F4 K5.1
semai	L3
semaian	L3
semaja	A5.4+ A14
semaja	A7+
semak	A10- Q4.3 X2.4 B3
semak	A2.1+ P1
semak	B4 A1.1.1
semak	B4 A1.9
semak	L3
semak	Q2.2 P1
semak	S7.1+ A1.7+
semak	S7.1+ X9.1+
semak	X2.4/A5.3 A15 Q1.2 T2- M5
semak	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2
semak-semak	B4 A1.9
semak-semak	L3
semak-semak	N3.2+
semakan	A1.1.2 X3.2 X9.2+ B2-/X1 Q2.2/E4.1+
semakan	A2.2 A7+ X6+
semakan	G2.1 A1.7+
semakan	S7.1+ A1.7+
semakan	X2.4/A5.3 A15 Q1.2 T2- M5
semakan	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2
semakin	A13.3
semakin	A9+ N5+/A2.1
semakin	T2++ A2.1-
semalam	T1.1.1
semalam	T1.3 N3.8+
semalaman	T1.3 N3.8+
semandan	S4/S2.1f
semangat	B1 M6 A11.1+ E1 X5.2+
semangat	E1
semangat	E2+
semangat	L1+ A3+ T1.3 S1.1.1 A1.1.1 X5.2+ Q4.1 A11.1+++ A5.4+/C1
semangat	M2
semangat	M3 A1.1.1 X5.2+ M2 S7.1+
semangat	M4/O2
semangat	Q4.3 X5.2+
semangat	S1.2.1+ E5+ B2+ A5.4+ F1/E4.2+
semangat	X5.2+
semangat	X5.2+ S3.2 E2+ S9@
semangat	X5.2+ Y1
semangat	X5.2+/A2.1
semangat	X7+
semangka	F1 L3
semangkuk	K5.1 M2
semantik	Q3
semaput	B1 X2.2-
semarak	B5/O4.3 S2/O4.3
semarak	E2+ X2.6+ X7+ X2.1
semarak	O4.2+ E4.1+
semarak	O4.3
semarak	X5.2+ O4.3
semasa	T1.1.2
semasa	T1.1.2/S2mf
semasa	T2- M6
semasa	W3/M4 W3/M5 O3 E1
semata-mata	A13.2
semata-mata	A13.3
semata-mata	A13.6 A14
semata-mata	S1.2.5+ A1.7+ A14
sematan	A1.1.1
sembabat	A6.1+
sembada	N5
sembah	S9 S7.2+ E2++
sembahyang	A2.2/S1.2.4+
sembahyang	E2+ S6+ S9
sembahyang	S9/H1c S9c
sembahyang	S9/Q2.2 A7+
sembang	Q2.1
sembap	B2-
sembarang	X2.1
sembarangan	A1.3-
sembarangan	A1.4
sembarangan	A1.5.1- A1.5.2- X5.2-
sembarangan	A4.2-
sembarangan	N6
sembari	T1.1.2
sembari	T1.3
sembelit	B2-
semberono	A1.3-
semberono	S1.2.6- A1.5.2-
sembiran	M7 A1.7+
semboyan	Q2.1
semboyan	X3.2/O3 S2.1f
semboyan	Y2/Q3 Q3
sembuh	A5.1+/A2.1 S8+/A1.1.2- B2+/A2.1
sembuh	A9+/N6+
sembuh	B2
sembuh	B2+
sembuh	B2+ A5.1+/A2.1 A9+
sembuh	B3 B2+/A2.1 A5.1+/A2.1
sembuh	B3 F1
sembul	A8 A10+ A3+ G2.1 K4 Q4
sembulkan	O4.1
sembulkan	O4.4
sembulkan	T2+ E5- E3-
sembunyi	A10-
sembunyi-sembunyi	A10-
sembur	A1.1.1
semburan	A1.1.1
semburan	A10+ X2.6+ O4.4 Q4.3
semburan	M5
semburan	O2
semburan	P1/G2.1 M2
semburit	S3.2
sememangnya	A6.2+
sememangnya	A9+ Z5 A2.2 S4
semen	A11.1+
semen	A7+ A1.7+
semen	B1
semena-mena	A1.4
semenanjung	W3
sementara	T1.3
sementara	T1.3-
sementara	T1.3/A5.1-
sementara	X2.4
sementara	Z4
sementaraan	X2.4
sementung	S1.2.6- X9.1-
semerbak	M2 M1
semerbak	X3.5
semerbak	X3.5 O4.2+
semesta	A6.3+/S5
semesta	N5.1+
semester	T1.3/P1 T1.3
semestinya	A5.3+ S1.2.4+ A13.3
semestinya	A5.4+ A14
semestinya	A7+++
semestinya	A9+ A1.2+ S5+
semestinya	S6+
semikonduktor	O3 Y1
semilir	W4 E6+
seminar	P1
seminar	S1.1.3+c M7
seminari	S9/P1c
seminaris	S9/S2mf
semoga	A13.3 A5.1+
semoga	X2.6+ E4.1+ X9.2+ A5.1+ A13.3
sempadan	A1.1.1
sempadan	A1.7+
sempadan	A1.7+ S6+ A7+++
sempadan	A11.1- M7
sempadan	M7 A1.7+
sempadan	M7 A1.7+ N2
sempadan	M7 N2
sempadan	M7/G1.1 A1.7+
sempadan	M7/G1.1 M6
sempadan	N5 Q1.2 N5.2+ M7 A6.2-
sempang	Q1.2
sempil	A1.1.1
sempit	A1.1.1 A10- T2-
sempit	A1.7+
sempit	A1.7+/X2.1
sempit	A1.7- S8-
sempit	A11.1- N3.2-
sempit	N3.7- N5-
sempit	S1.2.3+ S1.2.1- W3 B1
sempit	W3/M4 A12-/I1.1-
sempoa	N3.1
sempuras	O4.2-
sempurna	A5.1+
sempurna	A5.1+++
sempurna	A5.4+ O4.1 A14 A4.2+ G2.2+
sempurna	N5.1+
sempurna	O4.2+
sempurna	O4.2+ S1.2.1+
sempurna	S9
sempurna	T2- Q1.2
sempurna	X4.1 A5.1+++
semput	B1
semput	B2-
semua	N5.1+
semuanya	N5.1+
semula	A1.1.1/N6+ Q4.3/N6+
semula	A2.1+
semula	N4
semula	N6+ Z4
semula	N6- T1.1.1
semula	T3---
semusim	Q4.1 L3
semut	L2
sen	I1
sen	M2 A2.2
sen	Q1.2
sen	W3
senada	O4.4 N5- A6.1+ K2
senada	S5+
senam	K5.1
senaman	K5.1 A1.5.1
senang	A12+
senang	A12+/A2.1 N5-/A2.1
senang	E4.1+ E4.2+
senang	E4.1+ W2 Q4.3
senang	E4.2+
senang	N3.8+
senang	O4.1
senang	O4.2+
senang	S1.2.1+ N6- O4.1
senantiasa	N6+++
senapang	A1.1.1
senapang	G3
senapang	G3 G3/S5c
senarai	A4.1
senarai	M1 M2 A1.1.1
senarai	Q1.2 N4 M4
senario	K4 Q1.2 X7+
senat	S7.1+
senator	G1.2/S2mf
senawan	L2mfn
senda	A1.3- E6+
senda	E4.1+
sendaan	E4.1+
sendaan	K1 K5.1 K5.2 K2 K3 A1.1.1 K6
sendal	A1.7+
sendal	A13.3
sendal	B5
sendat	A1.1.1 A10- T2-
sendat	A1.7+
sendat	M1 N5.1+
sendat	N3.2-
sendawa	B1
sendawa	B1/X3.2 A2.2 A1.1.1
sendawa	S1.2.4-/B1 A1.1.1
sendeng	M6 A5.3-
sendeng	M6 S5+
sendeng	O4.1
sendengkan	Z1
sendi	F1
sendi	Q2.1 X3.2 A2.2
sendi	T2+ H2 S5+c A5.2+ B4
sendiri	A13.2
sendiri	N5---
sendiri	S2mf
sendiri	S5-
sendiri	S5- S1.2.1+
sendiri-sendiri	N5-
sendiri-sendiri	S5- A14
sendirian	A13.2
sendirian	N5---
sendirian	S5-
sendu	E4.1- A5.1-
sendu	O4.3 E4.1-
senduk	M2 X9.2+/Q4.2
senewen	E6-
seng	O1.1
sengaja	C1 X7+
sengaja	X2.1 X2.4
sengaja	X7+
sengap	X3.2- X9.1- S1.2.6-
sengat	A1.1.1
sengat	B1 A12-
sengat	B2- G2.2-
sengat	E3- A9+
sengat	M2 A1.1.1 A1.7+ A2.1- T2++ E2+ A9+%
sengatan	B2- G2.2-
sengau	B1
sengau	B1 B2- X3.2
senget	A2.1+ A6.2-
senget	M2 K5.1 X7+ M1 X3.2 H1
senget	M2 M1 A2.2@
senget	M6 A5.3-
senget	M6 S5+
senget	O4.1
senget	Z1
senggama	S3.2/B1 S1.1.1
senggang	K1
senggolan	M2 M1 S7.1+ X8+ I2.2 F3 I3.1-
senggugu	F1
senggugu	L2mfnc F1c N3.2-/S2mf
senghaja	X7+
sengihan	E4.1+
sengit	E3-
sengit	E3- N3.2+
sengit	F2
sengit	N3.5+ N5+
sengit	N3.8+ T4
sengit	O4.1
sengit	S1.2.4-
sengkang	A13.3
sengkang	M1/N3.8+
sengkang	Q1.2
sengkek	O4.5 S1.2.4- O4.1
sengkeling	M1
sengkeling	M1 M6 S8- A1.8+ A6.3+ F4/L2 O4.4 Q1.2 E3- S1.1.1 S9@
sengkeling	M3 A2.2
sengkeling	S8-
sengkelit	M2
sengkenit	A1.1.1 X3.2 Q1.2
sengker	A1.7+
sengker	A1.7+/S2mf
sengker	A1.8+ A10-
sengketa	A6.1-
sengketa	E3-
sengketa	G3 E3-
sengketa	Q2.2/A6.1-
sengkuap	A10-/O2
sengkuap	H1
sengoti	A13.3 A5.2+
sengoti	A5.2+ A5.4+
sengsai	B2- E4.1- A1.1.2
sengsai	E4.1- N3.2-
sengsai	O4.2-
sengsara	A1.4-
sengsara	B2- E4.1-
sengsara	E4.1- B2- X3 A5.1-/A2.1 S7.4+
sengsurit	L2mfn F1
senguk	B1 X3.5 Q2.2/E2- F3
senguk	X3.5 X3 A8
senguk-sengak	E4.1-
sengut	E4.1-
sengut-sengut	E4.1-
seni	C1
seni	C1 X9.1+
seni	I2.2
seni	N3.2-
seni	O4.2+ A1.3+ B2- A12- X9.1+
seni	P1 A5.1+ O4.2+ S1.2.4+
seni	Y1
seniman	C1
seniman	C1/S2.2m X9.1+/S2.2m
seniman	C1/S2mf K4/S2mf K2/S2mf
seniman	K4/S2.2m A1.1.1/S2mf@
seniman	K4/S2mf K2/S2mf
seniman	K4/S2mf X9.2+/S2mf
senior	S7.1++/S2mf T3++/S2mf
senior	T3++ T3
seniwan	C1/S2mf K4/S2mf K2/S2mf
seniwati	C1/S2mf K4/S2mf K2/S2mf
seniwati	K4/S2.1f
seniwati	K4/S2mf X9.2+/S2mf
senja	O4.3 E4.1+/N4
senja	T1.2 W2
senja	T1.3
senja	T1.3 W2 T2-
senjah	M2
senjakala	T1.3 W2 T2-
senjang	A6.1-
senjang	A6.1- O4.1/B1
senjata	G3
senjata	G3 X4.1
senonoh	A5.1+ G2.2+ S1.2.4+
senonoh	O4.2+
senonoh	S9
sensasi	X3
sensasi	X3 X5.2+
sensasi	X5.2+ N5.2+ A5.1++
senset	A1.1.1 A10- T2-
sensitif	O4.2+ A1.3+ B2- A12- X9.1+
sensitif	X2.5+/E1 E6- O4.1 B1 A4.2+
sensitiviti	X2.5+/E1 O4.1 B2-
sensor	O3
sensor	Q4/S7.4-
sensual	S3.2 O4.2+
sentak	M1
sentak	M2
sentap	M2
sentapan	M2
sentapan	M2 M1
sentara	T1.3
senteng	O3
senter	O3/W2 O2/W2 O2/O4.6+
sentiasa	N6+++
sentiasa	T2++
sentiasa	T2++ N6+
sentiasa	T2+++
sentimen	E1 X4.1
sentimen	X2.1 X2.1/A5 X6+
sentimental	E1
sentimental	K4 A1.1.1/E3-
sentimeter	N3.7
senting	A12-
senting	O4.1 X8+ X5.2+ N5+ A12-
sentosa	E3+
sentosa	X3.2- E3+ A1.1.1/N5-
sentral	A11.1+ M6
sentri	G3/S2mf
sentrum	M6
sentuh	X3.3 M6 Q2.2 E1 E2-
sentuhan	Q2.2
sentuhan	X3.3
sentuhan	X3.3 M6 Q2.2 E1 E2-
senyampang	A1.4+ A5.1+ E4.1+
senyap	X3.2-
senyap	X3.2- A10-
senyap	X3.2- E3+ A1.1.1/N5-
senyap-senyap	G2.1-/A9+ A9+
senyawa	A2.1+ A5.1-/A2.1
senyawa	O1.1 A6.3+
senyum	E4.1+
senyum	O4.3 X5.2+/A2.1 E4.1+/A2.1 N3.5-/A2.1 A12+/A2.1
senyuman	E4.1+
seolah-olah	A8 X3.4 X2.4 X7+ Z4
seolah-olah	E2+
seorang	S1.1.2+
seorang	S2mfc
seorang	S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
sep	S7.1+
sep	S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
sep	S7.1+/S2mf
sep	T1.3
sepadan	A1.2+
sepadan	A2.1+ O4.2+
sepadan	A6.1+
sepadan	A9+
sepadan	K2 A6.1+
sepadan	O2 W3 I4/M7c O4.2-/M7 K5.1@
sepadan	S3.1 M6 A1.1.1 X9.2+ A6.1+
sepah	F1/B1 X2.1
sepakan	E3- A1.1.1 T2-
sepakat	A6.1+
sepakat	A6.1+ Q2.2
sepakat	O1.1
sepana	M2
sepana	M2/S2mf
sepandir	S1.2.6-
sepanduk	A5.1 G2.2 Q1.1 O2@
sepanduk	O2
sepangkalan	A9+/S2mf
sepangkalan	S1.1.1
sepanjang	M6
sepanjang	N5.1+
sepanjang	N5.1+ M6
sepantasnya	A1.2+
sepantasnya	A5.3+ S1.2.4+ A13.3
separa	N5.1-
separas	N3.7+ N5+
separas	O4.4 N5- A6.1+ K2
separuh	A13.6
separuh	N1 A13.4
sepasang	N5
sepasang	N5+
sepatu	B5/L2
sepatutnya	A1.1.1/A1.5.2+ G2.2-
sepatutnya	A1.2+
sepatutnya	A5.3+ A1.2+
sepatutnya	G2.2+
sepatutnya	S1.1.4+
sepatutnya	S1.2.6+ B2+/X1
sepatutnya	S6+
sepeda	M3
sepemeluk	N5
sepenuh	N5.1+
sepenyodok	A1.1.1
sepepak	A13.2
seperangkat	M2 Q2.1 Q2.2 A1.1.1
seperdua	N1 A13.4
seperempat	C1 M2 A9+ X5.1+ I1.2 O4.2+ X2.1 K5.1
seperempat	N4
seperempat	N5 H4
seperiuk	F4 K5.2 L1-
seperkara	Z5
seperti	A6.1+
seperti	E2+
seperti	X7+
sepertiga	N4 N5 N1
sepertimana	E2+
sepesialis	X2.2+/S2mf B3/S2mf
sepi	A1.1.2
sepi	E3+
sepi	E3+/A2.1 E6+
sepi	M2/A6.1- E6
sepi	X3.2-
sepi	X3.2- A10-
sepi	X3.2- E3+ A1.1.1/N5-
sepicing	B1
sepion	G2.1/S2mf
sepion	X2.4
sepit	A1.1.1 A1.7+ E3-@
sepit	E3- A9+
sepit	O2
sepit	O2 L2 G3
seporadis	N6-
septisemia	B2-
septum	B1 O2
sepuas-puas	A5.1+
sepuas-puasnya	A13.2 A1.3+
sepuas-puasnya	A5.1+ G2.2+ O4.2+
sepuh	C1 F1 H1
sepuh	T3+ Z4
sepuhan	O4.3
sepuk	X7+/G2.2-
sepuluh	N1 T3
sepunya	M7
sepupu	S4mf
sepusat	O4.4
seput	F1-
seput	M5 M1 N3.8+ E3-
seputar	M6
seputar	Z5 M6
sera	N3.8+
serabut	O1.1 O2
serabut	S2mf K4/S2mf S1.2 S2mf/A6.2- Q1.2 A4.1 O4.2+
seragam	A6.1+
seragam	B5
serah	A9- Q2.2 S7.1-
serahan	M2 Q2.1 X9.2+ B3 S9%
serahan	N5
serahan	S7.1- Q1.2
serai	L2mfn B1
serai-serai	L2mfn B1
serak	S1.2.1-
serakah	X7/N5++
seram	E5-
seram	O4.2-
serambi	C1/H1 H2
serambi	H2
seramik	O1.1
serampang	E3- A1.1.1
serampang	F4 O4.4
serang	A1.1.2 A6.1-
serang	E3- A1.1.1 A2.1+ A11.2+ A10+ M1 G3
serang	E3- G3
serang	E3- G3 B2- A1.1.2 Q2.2
serang	G2.1- S1.2.4-
serang	I3.1- E3- A1.1.1 A11.2+ A8 E2+ X3.2 A9+
serang	M4/S2mf
serang	Q2.2 E3- G3 A1.1.1
serangan	E3-
serangan	E3- G3
serangan	E3- G3 B2- A1.1.2 Q2.2
serangan	G2.1- S1.2.4-
serangan	G3 X7- N5+
serangan	I1.3 O3 G2.1 M1 G3%
serangan	I3.1- E3- A1.1.1 A11.2+ A8 E2+ X3.2 A9+
serangan	I3.1- G3 M2 A2.2 Q2.2
serangan	K5.1 T1.3
serangan	M1/A10- A1.8+ X2.5+
serangan	N5+
serangan	T2+/A1.1.1 A1.1.1/M1 G3
serangan	X9.2+ S1.1.3+
serangga	L2mfn
serangkum	N5
serap	A1.1.1 T1.3+ X2.3+ X5.2+
serapah	Q3
serasah	B1
serasah	N5+ O4.2-
serasi	A1.2+
serasi	A6.1+
serasi	K2 A6.1+
serat	A1.1.1
serat	O1.1 O2
serat	O4.4
serata	M6/N5.1+
seratit	F4/S2mf
seratus	N1
serayut	T2- I3.1- O2 O1.2
serbah-serbih	A5.1- O4.5 E1
serbah-serbih	O4.2-
serbaneka	A6.3+
serbat	O1.2
serbet	B5
serbu	E3- G3 B2- A1.1.2 Q2.2
serbu-menyerbu	E3- G3 B2- A1.1.2 Q2.2
serbuan	E3- G3
serbuan	E3- G3 B2- A1.1.2 Q2.2
serbuan	G3 X7- N5+
serbuan	I1.3 O3 G2.1 M1 G3%
serbuan	I3.1- G3 M2 A2.2 Q2.2
serbuan	M1 A9+
serbuan	N3.8+ M1/N3.8+ M2/N3.8+
serbuan	N5+ E3-
serbuan	T2+/A1.1.1 A1.1.1/M1 G3
serbuk	B4
serbuk	F1 N5-
serdadu	A1.1.1 G3
serdadu	G3c
serdak	F1 N5-
serempak	A1.4
serempak	A13.2 N5.1+ A1.8+
serempak	S5+
serempak	X8+
serendeng	M6 S5+
serendeng	O4.1
serendeng	O4.4
serengit	E4.1+
serenjang	M2 H1 A1.1.1
serenjang	O4.4 S7.1
serenta	T1.3
serentak	A1.4
serentak	A13.2 N5.1+ A1.8+
serentak	A6.1+
serentak	N3.8+ T1.1.2/A11.1+ N4
serentak	S5+
serentak	S5+ T1.1.2 M6
serentak	T1.1.2
serentak	T1.1.2 A6.1+
seret	C1 M2 A9+ X5.1+ I1.2 O4.2+ X2.1 K5.1
seret	F3 B1 O1.3 F1 S3.2/S2.2m
seret	M2
seret	M2 T1.3
seretan	M2 A9+ M1
seretan	M2 T1.3
sergah	A1.1.2 A1.1.1 X3.2 Q2.2 C1
sergam	A5.1++ A11.2+ I1.2 A1.9
seri	A2.2 A1.1.1 S5+ S6+ A1.7+
seri	C1 M2 A9+ X5.1+ I1.2 O4.2+ X2.1 K5.1
seri	O4.2+ O4.3
seriat	M1 M2 M4 N5-/A2.1 X3.2-/A2.1 A2.1+ E4.1- A1.1.1 F2 K5.1@
seriat	N5-
seriat	N5-/A2.1 W3
seriawan	L2mfn B2-
seriding	M6 S5+
seriding	Z1
serif	Q1.2
serigala	F1/B1
serik	E5-
serikandi	G3/S2mf
serikandi	Q4.1/S2.1f E5+/S2.1f E2+/S2.1f
serimala	Z1mf
sering	A13.3 N6+
sering	M1/N6+
sering	N6
sering	N6+
sering	S9
sering-sering	N6
seringai	E2-
seringai	E4.1+
seringai	O4.2-
serius	A11.1+ A15- E4.1-
serius	A5.1+ G2.2+ O4.2+
serius	A5.1- S1.2.5+ S1.2.1- O4.2-
serius	E4.1-
serius	M1 A5.1+/A2.1+ I1.1 T4+ S8+ X2.1
serius	M7/L1- Q3%
serius	N3 A11.1+
serius	O4.2+ A6.2+ E4.1-
serius	S1.2.6+
serkap	A1.7+
serkup	A1.7+
serkup	H1/L2
serkup	O4.1
serling	A1.7+ A9+ S3.2%
serling	O2 W3 I4/M7c O4.2-/M7 K5.1@
seroja	L3
serok	W3/M4 O2
serokan	H2
serokan	L2/Q2.1
serokan	W3/M4 O2
serombong	H2
serombong	M2
serombong	O2/X3.2 O4.4
serong	A2.2/E2++
serong	M6
serong	M6 S5+
serong	O4.1
serong	O4.4
seronok	A1.3- E6+
seronok	E2+
seronok	E2+ A9+ E4.1+
seronok	E4.1+
seronok	E4.1+ E4.2+
seronok	E4.2+
seronok	M1 M2
seronok	O4.2+
seronok	O4.2+ S1.2.1+
seronok	S1.2.3+
seronok	X5.2+
serpa	Q2.2 A1.4-
serpih	B1 A12-
serpih	O2 S5-
serpih	X2.4/A5.3 A15 Q1.2 T2- M5
serpihan	A1.1.1
serpihan	A1.1.2 N5.1-
serpihan	A9+/N3.8+
serpihan	B1 A12-
serpihan	N5- N2
serpihan	N5.1-
serpihan	N5.1- O2 Q4 K2 K4 G3@
serpihan	O1.1
serpihan	O2 S5-
sersan	G2.1/S2mf
sersan	G3/S7.1+/S2mf G2.1/S2mf
sersi	G2.1/S2mf
serta-merta	N3.8+
serta-merta	N3.8+ T1.1.2/A11.1+ N4
serta-merta	N3.8+ T1.1.2/A11.1+ N4 N3.3- S4
serta-merta	N3.8++
serta-merta	T1.1.2
seruan	Q2.2 S1.1.1 Q1.3 S9%
seruling	K2
seruling	M2 K2 Q2.1
serum	B1 B3
serumah	S4c A4.1c
serumpun	A6.1+
serumpun	N5-
serumpun	S5+
serunai	K2
serunda	M2 M1
serupa	A6.1+
serupa	A6.1+++
serupa	B5
serupa	E2+
serupa	X2.1 C1
serutu	F3
serviks	B1
servis	A1.1.1 S7.1+
servis	A1.1.1 S8+
servis	A1.5.1 A9+
servis	S8+ S7.1- I2.2 A9- F1 A1.1.1 I3.1 K5.1 G2.1
servo	Z3
sesajen	A9- Q2.2
sesak	A1.7+
sesak	B2- N5+
sesak	N3.5+ N5+
sesak	N3.7 O4.5
sesak	N5+ A12- X9.1-
sesak	O4.6
sesak	S5+++ A1.1.1/N5+
sesal	E4.1-
sesal	E4.1- S9
sesal	G2.2
sesalan	E4.1- S9
sesalan	G2.2
sesama	B2-
sesama	X3.4
sesat	A5.3-
sesat	A6.1- A1.8- S5- A10+
sesat	M1 G2.2- A2.1+ A1.7-
sesat	N3.7+
sesekali	N6
sesekali	N6-
sesekat	A6.1-
sesekat	X2.5-
seseorang	S2mfc
sesi	T1.3
sesiku	O4.4 A6.1+ N2 S7.4
sesoca	O1.1 O4.4
sesondol	Z2
sesuai	A1.2+
sesuai	A1.2+ S4
sesuai	A12+ S8+
sesuai	A2.1+
sesuai	A5.1+ S8+
sesuai	A5.3+/A2.1
sesuai	A6.1+
sesuai	A6.1+ Q2.2
sesuai	A6.1+/A2.1 K2
sesuai	A9+
sesuai	K2 A6.1+
sesuai	N3.2/A5.1+ N3.2 A1.2+ M2 B2-
sesuai	O4.2+ A5.1+
sesuai	O4.2+ S1.2.1+
sesuai	O4.2+ X7+
sesuai	S8+
sesuai	S9
sesuatu	O2 S5+
sesuatu	O4.2+
sesuatu	T2+ Q4 S1.1.1
sesudah	N4
sesudahnya	N4
sesudu	A1.1.1
sesumbar	A10+
sesumbar	S1.2.3+/Q2.2
sesungguhnya	A5.4+ A14
sesungut	B1/L2
sesungut	B5 L2 Q1.3
sesungut	L2 S7.1+
set	A1.1.1 S8+
set	M2 M6 O4.5 O4.1 W4 A1.1.1 B3 B4 X6+ S6+ K2 Q4.3
setan	F1 E3-
setan	L2/S9mfn G2.2-/S2mf
setan	Q2.2/E2-
setan	S9
setan	S9m
setanding	A6.1+
setanding	K2 A6.1+
setanding	N5+ A1.2+ A5.1+
setanding	X3.4
setangan	B5
setangga	M6
setanggi	E3- O1.1
setara	A6.1+
setara	A6.1+++
setara	E2+
setara	N5+ A1.2+ A5.1+
setara	X3.4
setaraf	A6.1+
setaraf	K2 A6.1+
setastik	N3.1
seteger	H1 G2.1
seteguk	E3- A1.1.1 M1
seteheng	B2-/X1 S1.2.6-
seteheng	B2-/X1 S1.2.6- X5.2++ A1.1.1/N5+++
setel	A1.2+
setelah	N4
setelan	A1.2+
setem	Q1.2
setempat	B4/S2mf
setempat	F4
setempat	H3/S2mf F2/H1c
setempel	A1.7+ X6+ F1
setengah	N1 A13.4
setengah-setengah	A4.2- A13.5
setengah-setengah	M6 N5 T1.2
setenggar	G3
seterika	B4
seteru	S1.2.1-/S2mfc
seteru	S1.2.1-/S2mfc S8-
seteru	S7.3
seteru	S7.3+/S2mf S1.2.1-/S2mf
seterusnya	A10-
seterusnya	M6
seterusnya	N4
seterusnya	S6+
seterusnya	T1.1.3
setia	A2.1-
setia	A2.1- N2
setia	A5.1+
setia	A5.2+ A5.4+
setia	A9- A1.1.1
setia	O4.5
setia	S6+
setia	S8+/S2mf
setia	S9/S2c
setiap	S1.1.2+
setiausaha	A9+
setiausaha	I3.2/S2mf S7.1+/S2mf
setiawan	O4.5
setiawan	S6+
setiawan	S6++/S2mf
setidak-tidaknya	X2.1
setimbal	A6.1+
setimbal	O4.1/B1 A6.1+ A11.1 I1.1
setimpal	A2.2
setimpal	A9+
setimpal	O4.1/B1 A6.1+ A11.1 I1.1
seting	M2 M6 O4.5 O4.1 W4 A1.1.1 B3 B4 X6+ S6+ K2 Q4.3
setinggan	H4/S2mf
setinggan	O4.2-
setinggi	N3.7+ N5+
setip	O2
setir	M2
setokar	M4/S2mf M3/S2mf%
setolok	A6.1+
setuju	A6.1+
setuju	A6.1+ Q2.2
setuju	A9+ X2.5+ S1.2.1+ S7.4+
setuju	Q2.2
setuju	S7.4+
setumpuk	A4.1
seumpama	E2+
seumpamanya	E2+
seumur	A13.2
sewa	I2.2
sewa	I2.2 I3.2%
sewaan	H4
sewaan	I2.2
sewajar	A9+
sewajarnya	A2.2
sewajarnya	A5.3+ S1.2.4+ A13.3
sewajarnya	A6.2+
sewajarnya	A6.2+ Z4 W5 A12+ X9.1+
sewajarnya	A9+
sewajarnya	I1.3/S5+
sewajarnya	K2 A6.1+
sewajarnya	N3.2/A5.1+ N3.2 A1.2+ M2 B2-
sewal	A1.4-/S2mf
sewal	A7+++/S7.1- X9.2- A5.1-/A2.1
sewel	O4.6+ S1.2.6-
sewel	X2 B2/X2 S1.2.6-
sewenang-wenang	A1.1.2
sewenang-wenang	A1.4
sewenang-wenang	E3-
sezaman	T1.1.2/S2mf
sfera	O4.4
sfera	O4.4 A4.1 S5+
sia	X9.2-
sia-sia	A1.5.2-
sia-sia	A11.1-/Q1.1 Q3 X9.2-
sia-sia	A13.3 A4.2+
sia-sia	S1.2.3+
sia-sia	S1.2.6- X5.2-
sia-sia	S6-
sia-sia	X9.2-
siaga	A1.7+ X6+ S8+/A1.1.2- A5.1+/A2.1 X5.1+ G2.2-
siaga	F1
siaga	X2.2+/A15-
sial	A1.4-
sial	A1.4- A1.4-/S2mf
sial	A1.4- A5.1-
sial	A1.4-/A1.1.1
sial	A1.4-/S2mf
sial	B1
siamang	L2
sian	O4.3
siang	T1.2
siang	T1.3
siang	W2 T1.3
siang-siang	T4+
siap	A1.1.1
siap	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5
siap	F1
siap	M2
siap	M2 M1 L2 T2+ A1.1.1
siap	M6
siap	T2- O4.1 X9.2-
siap	T2- Q1.2
siap	X9.1+ X9.2+
siapa	S2 A6.1+ Q1.2
siapa	Z3
siaran	A9- I1.1 Q1.2
siaran	Q4.3
siaran	Q4.3 Q1.3 A2.1+
siarawan	Q4.3/S2mf
siasat	A5.2- X2.1
siasat	X2.4
siasat	X2.4 A1.1.1
siasat	X7+
siasatan	G2.1
siasatan	Q2.2
siasatan	Q2.2 X2.4
siasatan	X2.4
siasatan	X2.4 A1.1.1
siasatan	X2.4 B3
siasatan	X2.4/X2.2
siat	A1.1.2 M2 E3- G2.2-
sibak	W4 N5+
sibar-sibar	A2.1+ A1.1.1
sibar-sibar	O2 A1.1.1 M1
sibuk	A1.1.1
sibuk	A1.1.1 X5.1+
sibuk	K2 X3.2
sibuk	M1
sibuk	N3.5+ N5+
sibuk	N3.8+
sibuk	N3.8+ A1.3-
sibuk	N3.8+ M1/N3.8+ M2/N3.8+
sibuk	S4 A1.5.1/H5 Q1.3 A1.1.1 S1.1.3+ X5.2+ I3.1 G3@
sida	B2-/S3.2-
sida	S2mf
sida-sida	B2-/S3.2-
sidang	M8 C1 P1 G1.1 G2.1 M6 A9+
sidang	T1.3
sider	F2
siera	W3 L2
sifar	E2+
sifar	N5---
sifar	Z6/Z8
sifat	A10+
sifat	A10+ M6 H1
sifat	A2.2/Q2.2
sifat	A5.1 A5.1+ O4.1
sifat	A9+ H1/H3 O4.1
sifat	M2 A1.1.1 F1 S7.1+@ Z4@
sifat	O4.1 A4.2+ N2
sifat	S1.2 A9-
