mwe_template	semantic_tags
rendere_verb differente_adj	A6.3+ A6.1-
rendere_verb diverso_verb	A6.3+
rendere_verb felice_adj	S9 E4.1+
rendere_verb fermo_adj	A2.1- A10
rendere_verb furibondo_adj	E3-
rendere_verb furioso_adj	E3-
rendere_verb furioso_adj	E3- B2- O4.6+
rendere_verb grazie_noun	S1.2.4+ S9
rendere_verb inabile_adj	A1.1.2
rendere_verb inattivo_adj	T2- S8- K4%
rendere_verb indistinto_adj	A5.4- A1.8 A11.2-
rendere_verb indistinto_adj	X2.5-
rendere_verb inefficiente_adj	B2- A1.1.2
rendere_verb innocuo_adj	A1.1.2/A9- G3 S1.2.1+
rendere_verb intricato_verb	A12-
rendere_verb invalido_adj	B2- A1.1.2
rendere_verb materialista_adj	A3+ A10+
rendere_verb meno_adv resistente_adj	S7.1-/A2.1 I1.1-/A2.1 S1.2.5-/A2.1 O4.1/A2.1 A5.1-/A2.1
rendere_verb molle_adj	O4.5 A2.1+ S1.2.5- S1.2.1+ O4.1
rendere_verb morbido_adj	O4.5 A2.1+ S1.2.5- S1.2.1+ O4.1
rendere_verb netto_adj	A1.1.1 A5.1+/A2.1
rendere_verb nitido_adj	A1.1.1 A5.1+/A2.1 O4.3 O4.1
rendere_verb noto_adj	Q2.2 A10+
rendere_verb opaco_adj	X3.4-
rendere_verb partecipe_adj	S1.1.2+ S1.1.3
rendere_verb perpendicolare_adj	N2 N3
rendere_verb perplesso_adj	G2.2-
rendere_verb perplesso_adj	X2.5-
rendere_verb più_adv grande_adj	N3.2+/A2.1 S7.1+/A2.1
rendere_verb più_adv intenso_adj	A1.1.1 A5.1+/A2.1 A6.3 O4.1
rendere_verb più_adv snello_adj	A2.1+ O4.4
rendere_verb possibile_adj	S8+
rendere_verb prospero_adj	S9 A9-
rendere_verb puro_adj	A1.1.1 G2.2+/A2.1
rendere_verb qualcosa_pron comprensibile_adj	X2.5
rendere_verb radioattivo_adj	A15-
rendere_verb razionale_adj	X2.1 A2.1
rendere_verb sdrucciolevole_adj	O4.5 A2.1 X3.3
rendere_verb sicuro_adj	A15+ A1.7+ A2.1 O4.1 X9.2+ X6+
rendere_verb stabile_adj	A15+ A2.1 O4.1 X9.2+ I1.2 H4 X6+
rendere_verb vano_adj	S8-
rendere_verb vedova_adj	S4
rendere_verb verticale_adj	A2.1 N3.7
rendersi_verb conto_noun	A2.2 A1.1.1 E2+ X2.5+ S1.1.1 I1.1++ X2.1 E1 X3
rendita_noun annuale_adj	I1 N6
rendita_noun pagata_verb annualmente_adv	I1 N6
reparto_noun costumi_noun	H5 B5
reseda_noun dei_prep tintori_noun	I4
resina_noun acrilica_adj	O1 C1
resistere_verb all'_prep uso_noun	B5 A1.1.1 B2-  O4.2
respiro_noun affannoso_adj	A1.1.1 X9.2- B1 I1.2 A1.5.1/N5.1+ E5- B2- A2.1+
respiro_noun affannoso_adj	B2- X4.2
restare_verb in_prep attacco_noun	A1.7+ S7.1- G3
resti_noun archeologici_adj	C1 P1 O2/T3-
resto_noun saldo_adj	O4.1 A6.1+ A11.1 I1.1 S7.3
rete_noun del_prep letto_noun	O2 H5
retribuire_verb eccessivamente_adv	I1.1/N5.2+ I3.1
riacquistare_verb la_art salute_noun	B2+
riandare_verb al_prep passato_noun	X2.1/T1.1.1
ricco_adj di_prep avventura_noun	A6.2- E5+
ricevere_verb la_art comunione_noun	A1.1.1 S9
ricevere_verb un'_art eredità_noun	A9+/S4 A9+/N4
ricevere_verb una_art parte_noun	S1.1.2+
ricevimento_noun pomeridiano_adj	F2 F1 P1 I3.1
ricevitore_noun telefonico_adj	K3
richiamare_verb l'_art attenzione_noun	I2.2/Q2.1 X2.2+ A10+
richiedere_verb un_art riscatto_noun	I1.3
richiesta_noun di_prep chiarimento_noun	A12- A6.1- S7.3+ Q2.2
richiesta_noun di_prep pagamento_noun	Q2.2 I1.1 Q1.3 S9% X7+
richiesta_noun di_prep prestito_noun	I1.2 A1.1.1 G1.1/Q1.3 F4%
riconoscere_verb il_art valore_noun	E2+ X2.5+ S1.1.1 I1.1++
ricoperta_verb di_prep canne_noun	L3 O2
ricoperte_verb di_prep canne_noun	L3 O2
ricoperti_verb di_prep canne_noun	L3 O2
ricoperto_verb di_prep canne_noun	L3 O2
ricoprire_verb la_art cima_noun	A1.1.1 A1.7+ K5.1
ricordo_noun di_prep famiglia_noun	O2/S4
ricorrere_verb in_prep appello_noun	Q2.2 G2.1
ridere_verb sotto_adv i_art baffi_noun	E4.1+
ridurre_verb a_prep pezzi_noun	A1.1.2
ridurre_verb al_prep silenzio_noun	X3.2-
ridurre_verb in_prep cattivo_noun stato_verb	A1.1.2
ridurre_verb in_prep poltiglia_noun	A1.1.2
ridursi_verb in_prep polvere_noun	A1.1.2
riempire_verb di_prep stupore_noun	X2.6-
riempire_verb di_prep vesciche_noun	B2- A1.1.1
rifiniture_noun in_prep legno_noun	H1 H2 H5
rifiutare_verb di_prep pagare_verb	S7.2- S1.2.4- A5.1-
rifiutarsi_verb di_prep credere_verb	X2.1
riflettere_verb ancora_adv	X2.1/A2.1 X2.4/A2.1 X6/A2.1
rifornire_verb di_prep denaro_noun	A1.1.1 I1.1
rifornirsi_verb di_prep carburante_noun	M5 M4 M3
riga_noun a_prep piè_noun di_prep pagina_noun	Q1.2/Y2
rigetto_noun orizzontale_adj	M2 M1 W1
riguardo_noun a_prep	M6 Z5
riguardo_noun a_prep ciò_pron	M6
rilasciare_verb sulla_prep parola_noun	G2.1 Q1.2
rilevamento_noun fotopanoramico_adj	C1
rilievo_noun topografico_adj	X2.4
rimanere_verb incinta_adj	X2.1 B1%
rimanere_verb indietro_adv	N3.8- A1.1.1
rimprovero_noun aspro_adj	X3.2 G2.1 E3- Q2.1
rinforzo_noun del_prep calcagno_noun	A6.1- B5
rinfresco_noun pomeridiano_adj	F2 F1
rinvio_noun a_prep una_art commissione_noun parlamentare_adj	S6+ A1.7+/G2.1
ripetizione_noun di_prep una_art corsa_noun	A1.1.1/N6+ K5.1 Q4.3
ripiegarsi_verb su_prep stesso_adj	N5+/A2.1
riporre_verb fiducia_noun	X2.1 E6+
riprendere_verb in_prep considerazione_noun	X2.1/A2.1 X2.4/A2.1 X6/A2.1
ripresa_noun esterna_adj	N3.3+ Q4.3
riproduzione_noun su_prep piccola_adj scala_noun	N5-/A2.1 Y1@
riquadro_noun per_prep le_art affissioni_noun	Q1.2
risalire_verb alla_prep superficie_noun	A10+
risalto_noun dei_prep caratteri_noun	A10+ Y2
risanamento_noun urbano_adj	A2.1+ G1.1 A1.1.1
riserva_noun di_prep caccia_noun	G3 K5.1 M1 M2
riserva_noun di_prep caccia_noun	M7 X7+ X2.4 W3/W5 L2
riso_verb represso_verb	E4.1+
rispondere_verb allo_prep scopo_noun	Q2.2 A1.1.1
rispondere_verb male_adv	A1.1.1 Q2.2 C1 P1 G2.2
ristorante_noun economico_adj	F1/S2mf F1/H1
ritmo_noun irresistibile_adj	K2
ritmo_noun sostenuto_verb	M1 A2.1+ A6.2+ K6 K5.1 E3- K2 M2 A2.2
rito_noun religioso_adj	S9/H1c
ritorno_noun di_prep fiamma_noun	S3.2
riuscire_verb a_prep fare_verb	X9.2 A2.2
riva_noun del_prep lago_noun	W3/M4
rivelare_verb a_prep un_art tempo_noun	A2.2 A10 A1.1.1
rivelare_verb un_art segreto_noun	Q2.2/A10+
riversare_verb le_art proprie_adj acque_noun	M2/N5.1- M1 O4.5 A10- B2-
rivestimento_noun esterno_adj	F1 G3 L2 O2 O4.4
rivestimento_noun isolante_adj	W3 N3.2+ O2
rivestire_verb di_prep bambù_noun	A1.1.1 L3
rivestire_verb di_prep ferro_noun	A1.1.1 O1.1
rivestire_verb di_prep rame_noun	I1.1 O4.3 A1.1.1
rivista_noun popolare_adj	E2- O1.2 Q4.2 A5.1-
rivista_verb da_prep quattro_adj soldi_noun	E2- O1.2 Q4.2 A5.1-
rivolgere_verb domande_noun	Q2.2
rivolgere_verb la_art parola_noun	Q1.2 Q2.2 A1.1.1
rivolgere_verb la_art parola_noun	Q2.1
rivolgere_verb un_art saluto_noun	Q2.1
rivolgersi_verb la_art parola_noun	Q2.1
roba_noun usata_verb	O1.1 A5
roba_noun vecchia_adj	O1.1 A5 T3
roccia_noun fresca_adj	W3 O4.1
romanzo_noun giallo_adj	X2.2- X2.5- A6.2- Q4.1
ronzare_verb intorno_adv	M2 M1
rosa_verb dei_prep venti_noun	B5 Q1.2 O2 I1.1/O2/Q1.1 W4
rosone_noun centrale_adj	O2/M6 H1/H2 C1
rosso_adj corallo_noun	L3 O4.3
rosso_noun cardinale_adj	A11.1+ S9/S2.2m O4.3
rosso_noun sangue_adj	A13.3 Z4 B1 O4.3
rotazione_noun rapida_adj	M1 M2 N5+ N3.8+
rumore_noun di_prep passi_noun	M1/X3.2
rumore_noun secco_adj e_conj metallico_adj	X3.2 Y2
rumori_noun di_prep fondo_noun	X3.2 M6
ruolo_noun principale_adj	S7.1+ A2.2 A1.1.1 O3 S8+ K4/S2mf
ruota_noun da_prep vasaio_noun	 O1.1 O2
ruota_noun del_prep timone_noun	O2 O1.1 M4
ruota_noun dentata_adj	O2
sacca_noun d'_prep aria_noun	B5 O2 I1.1
sacco_noun della_prep posta_noun	O2/Q1.2
sacerdote_noun ortodosso_adj	S9/S7.1+/S2.2m
sacerdotessa_noun di_prep Bacco_noun	S1.2 G2.2 S2.1 A5.1-
sacra_adj scrittura_noun	S9/Q4.1
sala_noun d'_prep armi_noun	G3 G3/H1
sala_noun operatoria_adj	H1 B3/H2
sala_verb giochi_noun	H1/K5.2 H1/K6
saldo_adj creditore_noun	I1.1 A5.1+ X2.1
salire_verb di_prep grado_noun	M1 A5.1+/A2.1+ I1.1 T4+
salire_verb il_art prezzo_noun	A1.1.1 I1.3
salire_verb rapidamente_adv	M1 N3.8+ M5%
salottino_noun privato_adj	F2/H2 S2 S5
salsa_noun di_prep soia_noun	F1
saltare_verb in_prep aria_noun	A1.1.1 N5+/A2.1 E3- G3
salto_noun d'_prep acqua_noun	O1.2/W3
salto_noun mortale_adj	M1 A15
salto_noun nella_prep carriera_noun professionale_adj	M6 A2.1+ I3.2
salvo_conj che_pron	A13.6 Z5
sangue_adj freddo_noun	B1 E5+ S1.2.5+ O4.6- S1.2.1- O4.2+ E6+ E6++ O4.6-/A2.1 X5.2-/A2.1
sapore_noun che_pron rimane_verb in_prep bocca_noun	X3.1
sapore_noun forte_adj	X3.1 F1
sapore_noun piccante_adj	X3.1 F1
sbattere_verb contro_adv	A1.1.1 M1
sbattere_verb fino_conj a_prep rendere_verb cremoso_adj	F1 A1.1.1
sbattere_verb gli_art occhi_noun	B1 O4.3/N6+
sbattere_verb le_art palpebre_noun	B1 O4.3/N6+
sbocco_noun commerciale_adj	I2.2
scala_noun d'_prep imbarco_noun	O2 M7
scambio_noun di_prep geni_noun fra_prep cromosomi_noun omologhi_adj	B1 A2.1+
scambio_noun di_prep merci_noun	I2.2 I2.1 I3.1
scambio_noun di_prep prigionieri_noun	I2.1/S5+c
scappare_verb a_prep gambe_noun levate_verb	G3 E2- N3.8+
scarica_noun a_prep fiocco_noun	B4 A1.1.1 B4/O2
scaricare_verb dati_noun	Y2
scaricare_verb le_art proprie_adj acque_noun	M2/N5.1- M1 O4.5 A10- B2-
scarpa_noun di_prep vernice_noun	O4.5 O2 B5
scarpa_noun scollata_verb	O2 B5 O4.5
scatola_noun per_prep riporre_verb ordinatamente_adj piccoli_adj oggetti_noun	B4 O2 O4.2+
scattare_verb un'_art istantanea_adj	A1.1.1 X3.2 Q2.2 C1 K1
scavare_verb canali_noun	A1.1.1 A2.1+
scavare_verb un_art canale_noun	A1.1.1 A2.1+
scavare_verb un_art fosso_noun	A1.1.1 A2.1+
scegliere_verb gli_art attori_noun	K4 A4.1 S9 A9- A1.1.1
scendere_verb in_prep picchiata_noun	M1 M2 N3.8++
scendere_verb nei_prep particolari_noun	A4.2+/A2.1 X2.4
scheda_noun di_prep voto_noun	G1.2/X7
scheda_noun elettorale_adj	G1.2/X7
schema_noun di_prep lavoro_noun	O4.1 I3.1
schema_noun metrico_adj	N3.1 N3.1/O2
schermo_noun acustico_adj	O2 X3.2
scherzo_noun di_prep cattivo_adj gusto_noun	E4.1+ X2 Q4.2 A5.1+
scherzo_noun grossolano_adj	E4.1+ O2 Q4.2
schiantare_verb al_prep suolo_noun	A1.1.2 X3.2 M1 N5-/A2.1
schiantarsi_verb al_prep suolo_noun	A1.1.2 X3.2 M1 N5-/A2.1
schiarirsi_verb la_art gola_noun	A1.1.1 B1
schiena_noun a_prep schiena_noun	A1.1.1 S1.2.1
schiera_noun di_prep edifici_noun disposti_verb a_prep semicerchio_noun	O4.4 M3/H3
schierare_verb in_prep parata_noun	M1/S5+ G3/S5+ A10+
scia_noun luminosa_adj	O1 X3.4
sciarpa_noun di_prep lana_noun	B5
scommessa_noun azzardata_verb	M1 N5-/A2.1 S1.1.3+
scommettere_verb forte_adj	M1 N5-/A2.1 S1.1.3+
scommettere_verb su_prep	K5.1/I1 M1 M6 K1 X4.1
scompartimento_noun per_prep fumatori_noun	F3/S2mf H1 S7.4
scompartimento_noun separato_verb	H2
sconfiggere_verb clamorosamente_adv	A1.1.1 Q2.2 S7.1+ X9.2++
sconfitta_noun pesante_adj	E3- K5 A5.1-
sconfitta_noun schiacciante_adj	A1.1.2
scorie_noun di_prep fornace_noun	A1.1.1 A12+
scorrere_verb via_adv lentamente_adv	M2/N3.8- M1 A10- B2-
scorte_noun in_prep magazzino_noun	H1/A9+ A9+
scostarsi_verb dall'_prep argomento_noun	X5.1- X2 Q2.1 A10
scritto_verb caustico_noun	E2- Q4.1 Q2.1
scrittore_noun scadente_adj	A1.1.1 X2.5+ Y2 Q4.2/S2mf X5.2-
scrittura_noun illegibile_adj	Q1.2 X9.2-
scrittura_noun legale_adj	A1.1.1 G2.1/Q1.2
scrittura_noun sinistrorsa_adj	Q1.2 A6.2
scrivere_verb col_prep gesso_noun	Q1.2 O1.1 I1.3
scrivere_verb col_prep piccone_noun	A1.1.1
scrivere_verb con_prep l'_art inchiostro_noun	A1.1.1 Q1.2 O1.2
scrivere_verb con_prep lettere_noun maiuscole_adj	A5.1+ I2.2/I1.1+ Q3
scrivere_verb correttamente_adv	Q3 Q2.1 Q1.2
scrivere_verb in_prep maiuscolo_adj	A5.1+ I2.2/I1.1+ Q3
scrivere_verb l'_art indirizzo_noun	Q1.2 Q2.2 A1.1.1
scrivere_verb su_prep un_art biglietto_noun	A1.1.1 Q1.2
scrivere_verb su_prep una_art scheda_noun	A1.1.1 Q1.2
scuola_noun di_prep Belle_noun Arti_abr	C1/H2 P1
scuola_noun di_prep recitazione_noun	K4/H2 P1
scuola_noun materna_adj	P1/H1
scuola_noun superiore_adj femminile_adj	S9/P1c
se_conj no_adv	A6.1- Z4
se_conj no_adv	Z5
se_conj non_adv	A13.6 Z5
se_conj per_prep caso_noun	A1.3+
se_conj stessa_adj	Z8f
se_conj stesso_adj	Z8 Z8m
secchio_noun del_prep carbone_noun	O2 O4.5
seconda_adj marcia_noun	N4 P1 F1
secondo_prep giorno_noun	N4 P1 F1 T1.3+
secondo_prep il_art sistema_noun federale_adj	G1.1
secondo_prep l’opinione_verb	M6 Z5
sede_noun centrale_adj	S7.1+/H1c
sedia_noun a_prep braccioli_noun	H5
sedia_noun a_prep rotelle_noun	M3 O2 H5
sedia_noun reclinabile_adj	H5/K1 O2
sedile_noun del_prep rematore_noun	H5/M4/S2mf
sedile_noun posteriore_adj	H5/M3/M6
seduta_noun di_prep registrazione_noun	K3
segnala_verb acustico_adj	A1.1.1 X3.2
segnale_noun di_prep allarme_noun	X2.2+/A15- X2.6+/A15- X5.1+ X2.2+
segnare_verb con_prep boe_noun	S8+ M4
segnare_verb con_prep un_art punto_noun	A1.1.1
segnare_verb con_prep una_art croce_noun	M6 S8- A1.8+ A6.3+ O4.4 Q1.2 E3- S1.1.1 S9@
segnare_verb la_art fine_noun	T2- Q1.2
segnare_verb un_art albero_noun	O4.6+ A1.1.1 L2 A11.2+
segni_noun di_prep ripetizione_noun	A6.1+
segno_noun di_prep addizione_noun	N2 Z5
segno_noun di_prep correzione_noun	S8+
segno_noun di_prep croce_noun	E3- M6 A1.8+ A6.3+ O4.4 Q1.2 S1.1.1 S9@ S9/O2 A2.1+mfn G2.1/O2%
segno_noun di_prep riferimento_noun	A6/A5.1
segno_noun meno_adv	N2 A5.1- Z5
seguire_verb la_art circonvallazione_noun	M1/M3 A1.9
seguire_verb la_art traccia_noun	M2 A9+ Q1.2 X2.4 B1% B2-%
seguire_verb le_art tracce_noun	X2.4
selvaggina_noun di_prep penna_noun	L2mfn
seme_noun di_prep soia_noun	F1 L3 F4
semi_noun di_prep anice_noun	L3 F1 B3
semina_noun a_prep spaglio_noun	F4/A1.1.1
semina_noun alla_prep volata_noun	F4/A1.1.1
seminare_verb a_prep righe_noun	A1.1.1/F4 O4.4/O4.3
senato_noun accademico_adj	X9.1 H2 S5+c P1/I3.1/S2mfc
sensibile_adj al_prep bello_adj	O4.2+/C1
senso_noun del_prep pudore_noun	G2.2
senso_noun del_prep tatto_noun	A1.1.1 X3.3
senso_noun dell'_prep orientamento_noun	M6 X3
senso_noun di_prep colpa_noun	G2.2- G2.1-
senso_noun materno_adj	S4 S1.2.6
sentenza_noun civile_adj	A5.1+ G2
sentir_verb parlare_verb	X3.2 X2.3+ G2.1@
sentire_verb l'_art odore_noun	X3.5
sentire_verb un_art profondo_adj affetto_noun	E2+ S1.2.6
senza_conj che_pron	A13.6 Z5
senza_prep base_noun	A5.3- O4.1
senza_prep capo_noun	B1 A5.1-
senza_prep casa_noun	H4- H4-/S2c
senza_prep colpa_noun	G2.1+ X9.1- G2.2+ G2.1+/S2mf X9.1-/S2mf
senza_prep conoscenza_noun	K5.1 M6 S3.2 Z5
senza_prep cucitura_noun	B5 O4.5
senza_prep cuore_noun	E3- A5.1-/S2mf
senza_prep cura_noun	Z4
senza_prep difficoltà_noun	O4.2+ A12
senza_prep dorso_noun	O4.1
senza_prep dubbio_noun	A12+ A7+
senza_prep far_verb rumore_noun	E3+ X3.2
senza_prep fiato_noun	B1/A12- X5.2+
senza_prep fili_noun	Q4.3 Q1.3
senza_prep fine_noun	T2+++ N5+
senza_prep fondamento_noun	A5.2- A5.3-
senza_prep incarico_noun	G1.1
senza_prep legami_noun	A1.7-
senza_prep leggi_noun	G2.1-
senza_prep malizia_noun	G2.1+ X9.1- G2.2+ G2.1+/S2mf X9.1-/S2mf
senza_prep maschera_noun	A10+/G2.2- O4.2
senza_prep ordine_noun	Z4
senza_prep pneumatici_adj	A1.1.1
senza_prep preservativo_adj	B5- S3.2
senza_prep pretese_noun	O4.1 H4 O4.2-
senza_prep respiro_noun	B1/A12- X5.2+
senza_prep riguardo_noun	S7.4- S1.2.4-
senza_prep riserve_noun	A13.2 N5.2+
senza_prep sbocco_noun	M3 X2.6- X9.2-
senza_prep schiena_noun	O4.1
senza_prep scopo_noun	A11.1-/Q1.1 Q3 X9.2-
senza_prep scorta_noun	N5-
senza_prep sella_noun	B5-/L2
senza_prep senso_noun	A11.1-/Q1.1 Q3 X9.2-
senza_prep significato_noun	A11.1-/Q1.1 Q3 X9.2-
senza_prep sottintesi_noun	A10+/G2.2- O4.2 X4.2 Q2.1
senza_prep speranza_noun	X2.6- E4.1- X9.2- A5.1-
senza_prep testa_noun	B1
senza_prep tetto_noun	H4- H4-/S2c
senza_prep un_art alito_noun di_prep vento_noun	W4
senza_prep un_art soldo_noun	I1.1-
senza_prep uscita_noun	M3 X2.6- X9.2-
senza_prep valore_noun	I1.3- A1.5.2- A5.1-
senza_prep vento_noun	W4
sequenza_noun di_prep canzoni_noun	B3 K2 Q4.3 N5 K4 O3 S5+c
serie_noun completa_adj	N5.1+ N5+ S5+ Q3
serpente_noun monetario_adj	L2mfn
serrare_verb con_prep viti_noun	A1.1.1 X9.2-
serrare_verb le_art file_noun	S5+ G3 A1.1.1
servire_verb a_prep tavola_noun	T1.3 F1 M2 M7
servirsi_verb di_prep annunci_noun pubblicitari_adj	I2.2/Q2.1 X2.2+ A10+
servizio_noun di_prep navetta_noun	M1 M2 M3fn M5fn O2
servizio_noun giornalistico_adj	Q4
servizio_noun militare_adj	G3
servizio_noun postale_adj	Q1.2 M2 I3.1 M6
seta_noun marezzata_verb	O4.5 O1.1 A5.4
settimana_noun di_prep Pentecoste_noun	S9/T1.3
setto_noun nasale_adj	B1 O2
settore_noun amministrativo_adj	G2.1/S5+c G3/S5+c G1.2 I3.1
settore_noun di_prep affari_noun	I2.2 I2.1 I3.1 I4
severo_adj provvedimento_noun	A1.7+
sfera_noun celeste_adj	O4.4 A4.1 W1
sfilata_verb di_prep moda_noun	K1/M1/S5+ S5+ I2.2 A10+ M1/S5+
sfiorare_verb passando_verb	M1 A1.1.1
sforzo_noun improvviso_adj	A1.1.1 N5 X8
sganciare_verb bombe_noun	G3 E2- N3.8+
sguardo_noun beffardo_adj	E2- X3.4
sguardo_noun lascivo_adj	X3.4/E2-
si_pron gira_verb	A1.1.1 Q4.3
si_pron spera_verb che_pron	X2.6+ E4.1+ X9.2+ A5.1+ A13.3
sia_conj l’uno_verb che_pron l’altro_verb	Z5 Z8
sia_conj pure_adv	A13.1 Z4
sicurezza_noun di_prep sé_noun	E6+ A10-
sicurezza_noun di_prep sé_noun	O4.6- S1.2.1- O4.2+ E6+ E6++ O4.6-/A2.1 X5.2-/A2.1
sicurezza_noun di_prep sé_noun	S1.2.3+ G2.2 A15+
sicurezza_noun economica_adj	G1 A15+ E6+ I1.1
sicuro_adj punto_noun d'_prep appoggio_noun	A15 M7/M4 M8
sicuro_adj punto_noun di_prep appoggio_noun	A15 M7/M4 M8
sicuro_adv di_prep sé_noun	S1.2.3+ G2.2 A15+
siero_noun di_prep latte_noun	F1
sigaro_noun di_prep marijuana_noun	O4.5 A5.2+ F3
sigilli_noun d'_prep ufficio_noun	A1.7+ X6+ F1 Q1.1 O2
significato_noun sostanziale_adj	S9 X5.2+ E1 X7+
sillaba_noun breve_adj	N5- Q4.3 N3.7- N3.3- N3.8+@ Z5
simile_adj agli_prep asteroidi_noun	W1 A6.1+
simile_adj al_prep muschio_noun	L3
simile_adj alla_prep seta_noun	O4.5 O4.1 A6.1+
simile_noun a_prep un_art asteroide_noun	W1 A6.1+
simile_noun a_prep un_art pizzo_noun	O4.4 A6.1+
simile_noun a_prep una_art perlina_noun	O4.2 X3.4 A6.1
simile_noun ad_prep un_art asteroide_noun	W1 A6.1+
simile_noun ad_prep una_art sirena_noun	X3.2/O3 S2.1f A6.1+
simili_noun alla_prep seta_noun	O4.5 O4.1 A6.1+
simpatia_noun umana_adj	E1 X3 X2.1
sipario_noun antincendio_adj	O1.1 A15
sistema_noun di_prep calcolo_noun	X2.1 N2
sistema_noun di_prep combinazione_noun	A1.1.1 Y1
sistema_noun multiplex_adj	Q4.3/H1c
situazione_noun patologica_adj	P1 O4.1 S6+ B2- B2+ Z7
slip_noun del_prep bikini_noun	B5
slitta_noun leggera_adj	O2 M3fn
smaltire_verb in_prep fretta_noun	M2 N3.8+
smalto_noun per_prep le_art unghie_noun	O1.2 B4
smettere_verb di_prep funzionare_verb	L1- T2- X9.2- A5.1-/A2.1
soap_noun opera_noun	Q4.3
società_noun affiliata_verb	S5+ S5+mfn
società_noun multinazionale_adj	I2.1/M7 S5+
società_noun per_prep azioni_noun	I2.1/S5c G1.1c
società_noun per_prep azioni_noun a_prep responsabilità_noun limitata_adj	I2.1/S5+
soda_noun caustica_adj	O1.2 O4.5
soffiare_verb dentro_adv	A1.1.1 B1 W4 I1.2 A1.5.1/N5.1+ E5- A2.1+
soffiare_verb sopra_adv	A1.1.1 B1 W4 I1.2 A1.5.1/N5.1+ E5- A2.1+
soffrire_verb di_prep allucinazioni_noun	B2-/X1
sognare_verb a_prep occhi_noun aperti_adj	X5.1- X7+/A5.2-
sogno_noun a_prep occhi_noun aperti_adj	X5.1- X7+/A5.2-
soldato_noun australiano_adj	G3/S2mf Z2/S2mf
soldato_noun dell'_prep Unione_noun	G3/S2mf G1.1/S5
soldato_noun di_prep ventura_noun	M1/X5.2+/S2mf G2.2-/S2mf G3
soldato_noun irregolare_adj	A6.2- G3/S2mf A6.3+
soldato_noun neozelandese_adj	G3/S2mf Z2/S2mf
sollevamento_noun a_prep sbalzo_noun	M2 M1 S1.2.6-/S2mf
sollevare_verb con_prep il_art crick_noun	A1.1.1
sollevare_verb con_prep una_art gru_noun	M1
somma_noun a_prep credito_noun	I1.1 A5.1+ X2.1
somma_verb stanziata_verb	I1 G1.1/I1 I1.3-
somministrare_verb una_art dose_noun	A9- B3
sonda_noun a_prep percussione_noun	O2/I3.1
sorgente_noun di_prep acqua_noun minerale_adj	M7/O1.2 O4.5
sorgente_noun termale_adj	M7/O1.2
sorpresa_noun dal_prep calar_verb della_prep notte_noun	A1.4- X2.2-
sorpresa_noun dalle_prep tenebre_noun	A1.4- X2.2-
sorprese_noun dal_prep calar_verb della_prep notte_noun	A1.4- X2.2-
sorprese_noun dalle_prep tenebre_noun	A1.4- X2.2-
sorpresi_verb dal_prep calar_verb della_prep notte_noun	A1.4- X2.2-
sorpresi_verb dalle_prep tenebre_noun	A1.4- X2.2-
sorpreso_verb dal_prep calar_verb della_prep notte_noun	A1.4- X2.2-
sorpreso_verb dalle_prep tenebre_noun	A1.4- X2.2-
sorridere_verb in_prep modo_noun sciocco_adj	E4.1+/S1.2.6-
sorriso_noun radioso_adj	E4.1+ W2
sospendere_verb i_art lavori_noun	T2-/G2.1
sospendere_verb la_art seduta_noun	T2-/G2.1
sospendere_verb le_art sedute_noun	A1.1.1 G2.1 Q1.1 T2- A10-
sospensione_noun delle_prep sedute_noun	A1.1.1 G2.1 Q1.1 A10- T2-
sostantivo_noun maschile_adj	S2.2 Z5
sostanza_noun acida_adj	A5.1-/A2.1 X3.1 O4.5 O1
sostanza_noun antiossidante_adj	O1 B3
sostanza_noun caustica_adj	O4.1 X9.1+
sostanza_noun chimica_adj	O1
sostanza_noun intercellulare_verb	O1 B1 N2
sostenere_verb fermamente_adv	S7.1+/Q2.2
sostenere_verb le_art spese_noun	I1.2
sotto_adj tensione_noun	X5.2+
sotto_adv altri_pron punti_noun di_prep vista_noun	A6.1- Z4
sotto_adv il_art peso_noun di_prep	M6 Z5
sotto_adv zero_adj	N2 A5.1- O4.6- M8 T2- E5- Z5
sottoporre_verb a_prep fumigazione_noun	F3 O1.3 F1
sottoporre_verb a_prep pressioni_noun	M2 M1 S7.1+ X8+ I2.2 I3.1-
sottoporre_verb a_prep tassazione_noun	I1.1/G1.1
sottoporre_verb ad_prep un_art severo_adj interrogatorio_noun	G2.1 Q2.2
sottoscrizione_noun a_prep catena_noun	N3.2+/A2.1 O2 S1.1.2
spalmare_verb la_art crema_noun	F1 A9+ B3
sparare_verb cannonate_noun	G3
sparare_verb senza_prep sosta_noun	O4.6+ E3- A11.2+
spararsi_verb in_prep vena_noun	F3
spazio_noun atmosferico_adj	M5
spazio_noun di_prep manovra_noun	H5/M3 H5/M4 M7/M5 M8/M5
spazio_noun di_prep tempo_noun	A1.8+ T1.3 N3.3 N3.7
spazio_noun fisso_adj	A14 O4.4 O2 B2- M7 Q4.3 N3.6
spazio_noun in_prep bianco_adj	N5--- Q1.2 O4.1 X9.1- X2.2- X2.1- A1.9
spazio_noun vuoto_adj	N5--- G3 Q1.2 O4.1 X9.1- X2.2- X2.1- A1.9
spazzola_noun per_prep capelli_noun	B4
spazzolino_noun da_prep denti_noun	B4
specchio_noun d'_prep acqua_noun	F4 B1 O1.2 W3/M4
speculare_adj al_prep rialzo_noun	G2.1- A1.1.1 I1
