language,word,NoneExpert1_tags,NoneExpert2_tags,NoneExpert3_tags,NoneExpert4_tags,gold standard tags
it,produttore,"A1.1.1, H5, F1, F3, F4","K4, A1.1.1",Z84,"I3.1, A1.1.1, S2.2, S5, X8, X9.2","[A1.1.1, S2, A9, S2, A2.2, S2, S6, S2, A9, S2, X9.1, S2, X9.2, S2, X6, S2, N5, S2]"
it,produzione,"N5, Q4, Z85, N3.2, Y2, A5.1, L3","O2, I4","N3.2, Z84, L3, B2, X9.2, Y2, N5, A5.1","I2.1, M1, I3.2, X9.2, N5, Y2","[I1.1, F1, A2.1, N3.1, A2.1, A5.1, A2.1, L3, B2, N5, X9.2, Q4, A1.5.2, X2.5, B1@]"
it,professore,"P1, B3, E6","P1, B3",P1,Z84,"[P1, S2]"
it,profeta,S9,S9,Z84,"S9, Q2.1","[S9, S2]"
it,profilare,"A1.1.1, C1, A4.2, B1","N3.6, S1.1.1","B1, Z84, Z85",C1,"[O4.4, A8, A7]"
it,profitto,"I1.1, I2.2, S8",I1.1,"I2.2, I2.1, I1.1, I1.3","S1.2.2, Z84, Z85, A6.1, A1.1.2","[I1, I1.3, I2.1, A1.5.2]"
it,profugo,"G3, M1",M1,"M1, M4, M2, S5, S2.2, S2.1","M1, S6","[M1, S2]"
it,profumato,"X3.5, L3",X3.5,"A6.1, Z84, Z85","X3.5, A6.1",[X3.5]
it,progenitore,"S4, N4","Z84, Z85","N4, S4, S3.1","N4, S4, S3.1, T3, T2","[S4, T1.1.1, N4]"
it,progredire,"M1, G3, Z84, G1.2, Z85",M1,"M1, G3, G1.2","G3, Z84, Z85, G1.2","[M1, N5, A2.1, T2, X9.2]"
it,progresso,"T1.3, M1, G3","A5.1, Z84, I1.1, S3.2, X2.1, T4, S8, G3, T1.3, M1","X9.2, M1, T1.3, A5.1, X2.1, I1.1, T4, S3.2, S8, G1.2","X9.2, A5.1, P1, G3, I1.1, T4","[I1.1, A5.1, A2.1, M1, X9.2]"
it,proiettile,"G3, O4.4, N3.8, A15, Z85",G3,"Z84, Z85","G3, O2, O4.4, Z84, M2, M6","[G3, O4.4]"
it,promemoria,Q1.2,Q1.2,Z84,"Q1.2, X7, T1.1.3, S8, X6","[Q1.2, X2.1]"
it,promessa,"X7, X6, E2, S3.1, Q1.1, S9, E3, A7, X9.1","X9.1, S7.2, S2.1, S2.2, S6, K1, K5.1, K2, K4","A7, Z84, Z85, X9.1",X1,"[Q2.2, X2.1]"
it,promulgare,"S7.4, G1.2, G2.1",Q2.2,"Z84, Z85, G2.1","G1.1, G1.2, S7.4, G2.1","[G2.1, A1.1.1, A2.2, S6, X9.2, X6]"
it,pronto,"T2, X6, X9.1",X7,"Q4.3, X7, M6, A1.8, T3, K2, I1, N5, N2, B1","A1.1.1, M2, T3, T2, Z4, K4, O4.1, S1.1.1, S6, N5",[Z4]
it,proposizione,"Q3, G2.1","Z84, Z85, G2.1","Q3, Z4, Q2.1, Q1.1","Q3, Z5","[Q3, Z5]"
it,proscioglimento,"G2.1, G2.2, G1.1, G1.2","G2.1, G1.1, G1.2, G2.2",Z84,G2.1,"[A1.7, M1, B2, O1.2]"
it,prosciugare,"S1.1.1, O4.1, M2","O4.5, Z85, A10, M1, M2","M1, A10, B2, M2, W3, W4","Z5, L3","[M2, N5.1, M1, O4.5, A10, B2]"
it,proseguire,A1.1.1,"X8, Z84, Z85","A1.1.1, M1, X8, X2.4","M1, A1.1.1, Z5","[A1.1.1, X8, X2.4, M1]"
it,protrarre,T1.3,"M2, Z84, Z85","M1, M2, T1.3, M6, Q1.1","M2, N1, N3.1, N3.3","[M2, T1.3]"
it,protuberanza,"B1, B2, O4.4","B2, B1, O4.4",O4.4,"O4.4, O2, B2, B1","[O2, B1, B2, O4.4, A11.2]"
it,provare,"A5.2, X2.4, A1.1.1, X3.1, F1","M2, Z84, Z85, X2.4, P1, A9, S7.1, M1, S6, Q1.2","M1, A1.1.1, X3.1, S6, N3, S7.1, S7.4, A2.1, K4, G2.2","Q2.1, K4, G2.1, X2.4, X2.2, A5.2, F1, F2, X3.1","[A2.1, A3, X3, A9, T1.3, C1, A1.1.1, M2, S7.1, A2.1, X2.4, S6, S7.4, N3, A2.1, P1, M1, X2.5, F1@, F2@, Q1.2@, B3@, G2.1, A5.2, K4, Q2.1, Q2.1, A6.1, Q2.1, E3, Q2.1, A2.2, X3.1, F1, X2.2]"
it,prua,M4,"M4, M6, H1, H2, O1.1","M4, M6, B5","Z84, K2, M4, S7.1, A11.1, G3, S1.2.4","[A11.1, O2, M4]"
it,prudente,"S1.2.6, A1.3","X6, E6, A1.3, E3, E1, S1.2.6","Z84, E6, S2.1, S2.2, S1.2.6, S1.2.5","Z84, Z85, S1.2.3, S1.2.2","[A1.3, E6, S1.2.2, S1.2.3, S1.2.6]"
it,prurito,B2,"B2, B4, B1, B3",B2,B2,"[B2, X3.3]"
it,pubblicità,"A10, I2.2, A1.1.1, A1.5.1, Q2.2, X2.2, G2.2","A1.5.1, Z84, Z85, G2.2, A10, O2, X2.2, O3","Z85, X2.2, I2.2","A10, A1.1.1, Q2.2, I2.2, G2.2","[A10, I2.2, Q2.1, A10, I2.2, Q2.2, Q2.2]"
it,pugilato,"K5.1, A1.1.1","K5.1, A1.1.1, K5.2, S1.1.3","K5.1, O4.4, A1.1.1","Z84, Z85, O4.4",[K5.1]
it,pugile,"K5.1, K1, Z84, A15","K5.1, L2","K5.1, S2.2, S7.3, E3, S2.1","K5.1, S2.2","[K5.1, S2]"
it,pugnalare,"A1.1.1, E3, G3, G2.2, G2.1, S1.1.2","E3, A1.1.1, G2.1, G3","Z84, Z85",E3,"[E3, A1.1.1]"
it,pugnale,"G3, O2","G3, O2",Z84,G3,"[G3, O2]"
it,puleggia,O2,O2,"O2, O1.1, M2, H1","O2, O1.1, Y1, O4.4, O4.1",[O2]
it,pulizia,O4.2,"B4, A5.1, B5, O4.2","O4.2, A1.1.1","O4.2, Z84","[B4, O4.2, A1.1.2]"
it,pullman,M3,M3,M3,"M3, O2, M2, O4.1, L2",[M3]
it,pullover,"B5, K5.1, Z84, W4",B5,B5,"B5, O2","[B5, K5.1, S2]"
it,pungiglione,O2,"O2, M2, L2, B2, B1, M1","L2, O2","Z84, Z85, M1, K5.1, B5","[B1, X5.2, E6]"
it,puntata,"A1.1.1, Z84, Z85, B3",A1.1.1,"K4, A1.1.1, K5.2, K5.1","I1.1, Z5","[A1.1.1, Q4.3, A1.4]"
it,punteggiatura,Q3,Q3,"Q3, Z84","Q3, Q2.1",[Q3]
it,puntualità,T4,"T4, M1, A11.1, X7, X5.1","T4, T1.1.2","T4, S1.1.3","[T4, A5.3]"
it,puntura,"B3, B2, B1, L1","A1.1.1, B1, A1.1.2","B3, B2, B1, A1.1.1, X3.1, A1.1.2, A12","B1, L2","[A1.1.2, B3, X3.3]"
it,punzecchiare,"A1.1.1, X3.3, A1.2, A2.2",A1.1.1,Q2.1,"A1.1.1, E1, E6","[A1.1.2, Q2.2, X3.3]"
it,pusillanime,"S1.1.1, S1.2.3, X6, E5, E3","S1.2.1, S1.2.5, E5",Z84,E5,"[E5, S1.2]"
it,quadro,Q1.2,"C1, O2, O4.4, X9.1, P1","I1.3, Z84, O4.4","T2, Z84, Z85, X2.4, A15, I1.3, M5, Q1.2","[X2.4, A5.3, I1.3, O4.4, H5, C1, Q4.3]"
it,qualificato,"A1.2, I3.2, P1, Q3, X9.2, Z84, A4.1, Q2.2, G1.1","I3.2, Z84","I3.2, Z84","I3.2, X9.2, A1.2","[A1.2, I3.2, A1.7, I3.2, P1, X9.2, K5, A1.7, S1.2.5, A2.1, Q2.2, Q3, A4.1]"
it,quesito,Q2.2,Q2.2,"Q2.2, Q2.1",Z84,"[Q2.2, X2.4]"
it,questuante,"S1.1.1, I1.1, I1.2",Z84,"S9, I1.2, S8, S5","Q2.2, S6","[Q2.2, S2, A9, S2]"
it,quieto,"E3, X3.2, A1.1.1","E3, X3.2","X3.2, Z84, Z85, E3, A10, A1.1.1","E3, X3.2","[X3.2, E3, A10]"
it,quindi,"Z5, Z4, Q3","N4, Z84, Z85, T1.2","Z5, N4",Z5,"[N4, Z5, T1.2]"
it,quotidiano,"B4, Z84, Z85, N6, Q4.2, T1.1.2","Q4.2, T1.1.2, Q1.2, N6","T1.1.2, Z84, Z85, B4, N6","T1.1.2, N6, Q4.2",[Q4.2]
it,rabbia,"E3, B2","E3, B2, X5.2, S1.2.6","Z84, Z85","E3, X5.2, E4.2, E1, Z84, S1.2.6",[E3]
it,racchetta,"K5.1, Z84, X3.2, G2.1, O2, A1.1.1","O2, K5.1",K5.1,"K5.1, K6, K5.2","[O2, K5.1, O2]"
it,raccolta,Y1,"Q4.3, S9, K2, Y1, S3.1","Z84, N4, Q4.3","K2, A9, A1.8, Z84, N4, S9, Q4.3, Y1","[F4, N4, Q4.3%, S9%, N5, A9]"
it,raccontare,"Q2.1, Q1.1, Q3, K4, Q2.2","Q2.1, Q2.2","Q2.1, Z85, A10, Q2.2","A10, Z84, Z85, N1, X3","[Q2.1, Q2.2, X3, A10]"
it,racconto,"Q2.1, S5",Q2.1,"Q1.1, Q2.1, Q1.2, A1.1.1, P1, Q3, S1.1.2",Q2.1,[Q2.1]
it,radiatore,O2,O2,"O2, O3, M3",Z84,[O2]
it,radiosità,"O4.2, O4.3",Z85,"O4.2, W2","O4.2, A8, O4.3, Y1, O4.6","[O4.2, O4.3]"
it,rado,T1.3,Z84,"T1.2, N5",N5,[N5]
it,radunare,"A1.1.1, S5, N3.2, I3.1, A9, A5.1, F4, S1.1.1, N5, O1.1","I3.1, A1.1.1, F4, M2, A9","A1.1.1, S5, M2","X3.2, Z84, A9, F4, Q2.2, A5.1, M2, S4","[M2, S5, N5, A2.1, A5.1, A2.1, A9, A1.1.1, A2.2, S1.1.3, F4, Q2.2]"
it,raffigurare,"K4, Q1.1","A6.2, A10, Q1.1, Q2.1, K4, A1.1.1","K4, Z85, S1.1.1, A10, A5.4","A10, Z85, S1.1.1, A6.2, A5.4","[A10, Q1.1, A6.2, S1.1.3, A5.4, K4]"
it,raffinamento,A5.1,Z84,"A5.1, A1.1.1","X8, A5.1, A1.1.1","[A5.1, A2.1]"
it,raffinare,"B4, A1.1.1","A1.1.1, A5.1, B4","Z84, Z85, B4","A5.1, A1.1.1, B4","[A1.1.1, A5.1, A2.1, B4]"
it,raffreddare,"O4.6, Z84, X5.2, F2, F1, B2, X3.3","X5.2, E4.1, X3.1","O4.6, Z84","X5.2, Z84","[O4.6, O4.6, A2.1, X5.2, A2.1]"
it,raffreddarsi,"O4.6, B2",Z84,"B2, O4.6, X5.2, F1, F2, W4, Y1","O4.6, X5.2","[O4.6, A2.1, X5.2, A2.1]"
it,ragazza,"Z84, L2, S2.1","S2.1, T3","S2.1, Z84, Z85, I3.1, B5","Z85, T4, X3.4, S1.1.3, A11.2, A5.3, X9.2, K6, E4.1","[S2.1, T3, S2]"
it,rallentamento,N3.8,"Z84, Z85","N3.8, Z84, Z85",N3.8,[N3.8]
it,rallentare,N3.8,"N3.8, A15",Z84,"N3.8, M1, M2, M3, M4, M5, A6.2, A6.3",[N3.8]
it,rammentare,X4.1,"S3.1, X4.1, S1.1.3, Z5",Z84,"X4.1, X5.1, E6, S8, S6, X7, Z84",[X4.1]
it,ramoscello,"L3, Z84, Z85, N5, G3, E3, B3, O2, A1.1.1",L3,"L3, L1, O2, Z84","L3, O2",[L3]
it,rampa,"O2, Z84, K5.1",O2,Z84,"H1, H2, H5, O2, B1",[O2]
it,rango,"S5, S7.1","S5, S3.1, S7.1","A1.1.1, Z84, Z85, K5.1, N5.2, M3, E3, S7.1, N5","A4.1, S5, A11.1, S7.1","[S7.1, S5]"
it,rapidamente,"F1, N3.8, Z5, K5.1","F1, Z84, Z85","Z5, N3.8",N3.8,[N3.8]
it,rapidità,"N3.8, Z84, K5.1",Z84,"N3.8, A1.1.1",N3.8,[N3.8]
it,rapire,"G2.1, A9, G3, G2.2, Z5","Z84, Z85, A9","Z84, Z85","A9, G2.1, G2.2, S1.1.1","[A9, N3.8, G2.1, G2.1, S3.2]"
it,rappresentante,"A4.1, Z85, G1.1, I2.2, K4, Q2.1","Z84, A4.1, Q2.1, G1.1, S1.1.3","K4, G1.1, A4.1, Q2.1, S1.1.3","I2.2, A4.1, G1.1","[I2.2, S2, Q2.1, S2, G1.1, S2, A4.1, S2]"
it,raramente,"N6, T1.2, T1.1.1, T1.1.2, T1.1.3",N6,Z84,"N6, Z5",[N6]
it,raschiare,"Z5, N5, C1","N5, Z84, Z85, B4","A1.1.1, X3.2, B4, Z84",A1.1.1,"[A1.1.2, B4, A1.1.1, N5, A2.1]"
it,razione,"F1, N5.1","O2, N3.5, N3.2, N5.1, N5.2, O1.1, O1.2","Y1, Y2, Z85","S7.4, Z84, Z85, I1.1, S1.1.2","[A13.7, A4.2, S7.4, X4.1, S1.1.2]"
it,realmente,"A5.4, A14","Z5, Z4","A14, Z84, Z85",A5.4,"[A5.4, A14]"
it,recentemente,"T3, N1, N4",T3,Z84,T1.1.1,[T3]
it,recipiente,O4.1,"O2, F1, F2","A9, Z84, Z85","O2, F1, A9","[O2, A1.8]"
it,recitare,"A1.1.1, K4, A8, Q2.2","K4, A8","K4, Z84, X9.2, A1.1.1, Q2.2, S7.4","A1.1.1, Q2.2","[K4, Q2.2]"
it,reclamizzare,"S1.1.3, Q2.2, I3.1, I1.1",Q2.2,Z84,"Q2.2, Q1.1, Q2.1, X2.1, Q1.2, X4.1, Q1.3",[Q2.2]
it,reclamo,"Q2.2, I2.1, I1.3","B2, Z84","Q2.2, A1.1.1, A10","Q2.2, E4.2","[Q2.2, E2, B2@]"
it,reclutamento,I3.1,G3,"X2.1, Z84, Z85, B3, O3","S1.1.1, S5, S6, A1.7, A1.8, I3.1","[I3.1, A9, X2.1, S1.1.3, A1.8]"
it,regista,K4,"K4, K5.1, S7.1",Z84,"K4, Z85, S7.1, C1","[S7.1, S2, K4, S2]"
it,registrare,"K3, Q1.2, N3.1, Q2.1, G2.1, A9","Q1.2, Q2.1","Z84, N3.1, A10, A9, Q1.2, G2.1, B5","K3, Q1.2, Z84, X2.5, N3.1, Q2.1, A9, A10, G2.1","[Q2.2, Q1.2, K3, Q1.2, G1.1, N3.1, Q2.1, A10, X2.5]"
it,registro,"Q1.2, K2","Q1.1, Q3, Q2.1, Q1.2, G2.1","Q4.1, Q1.2","Z84, Z85, A10, K5.1, G2.1, X2.5, N3.1, Q3, A9","[Q1.2, G1.1, Q3@, K2%, Q4.1, Q1.2, K5.1, I1]"
it,regola,"A6.1, S1.1.3, S1.1.1, K5.1, K5.2, K6","A6.1, Z84, Z85, A6.2, S1.1.3, Q1.3","G2.2, P1, A6.2, A6.1, S1.1.3","G2.2, P1, A6.2, A6.1, S1.1.3","[A1.7, S7.2, A6.2, S1.1.3, A6.1, G1.1]"
it,regolazione,"B4, M2, A2.1, A1.1.1",A2.1,"A2.1, X6, Z84, G1.1, Q4.3, B3, A1.1.1, S6, O4.5","Z84, Z85, A1.1.1, W4, M6, K2, G1.1, B3, O4.5, B4","[A2.1, G1.1, A6.2, M2, M6, O4.5, O4.1, W4, X6, S6, K2, Q4.3]"
it,rendita,"A9, I1.1, I2.2, I1.3","I1.1, I3.1","Z84, Z85, Q4.2, S4","A9, S4, I1.1, X4.1, I1.3","[X4.1, Q4.2, S4, A9]"
it,reo,G2.1,G2.1,G2.1,"Z84, Z85","[A2.2, S2, A2.2, G2.1, S2]"
it,reparto,"I3.1, P1, M7, G2.1, I4, K5.1, B3, I2.2","I3.1, M7, S7.1","S7.1, G2.1, B3, I2.2, I3.1, M7, I4","I2.2, B3, G3, I3.1","[B3, H2, M7, S7.1, S2, G3, S5, G3, S2, S5, I2.2, H1, I4, H1, I2.2, I3.1]"
it,reputare,"X2.1, X6","X2.1, X2.4, X6, Y1","X6, X2.4, X2.1","Z84, Z85","[A5.1, X2.1, X2.4, X6]"
it,requisito,"S6, X9.1, O2","S6, A1.7","A1.7, Z84, Z85, S6, P1, O2","P1, X9.1, S6, A1.7","[O2, S6, P1, X9.1, S6, A1.7]"
it,residuo,"I1.2, Z84, Z85, N3.3, O2, N3.7, N5.1, B1, N4","N3.3, O2, I1.2, I1.1","N4, Z84, Z85, N5.1, B1, N3.3, N3.7","N3.3, Z84, N5.1, I1.2, N3.7, N4, B1","[O2, N5.1]"
it,resistere,"S1.2.5, Z84",S1.2.5,Z84,"E5, A12, S1.2.5, A1.1.1",[S1.2.5]
it,retrocedere,A5.1,"A5.1, Z84","M1, K5.1","K5.1, A5.1","[A5.1, A2.1, M6, A2.1, A2.1]"
it,revocare,"G2.1, G1.1, G2.2",T2,"T2, Z84, Q1.1","T2, Z84, A1.1.1",[A9]
it,riaccendere,A2.1,Y1,"T2, Z84","T2, Z84, A1.1.1, M2, E3","[T2, N6]"
it,rialzo,"A5.1, Z84, Z85, S8",A1.1.1,O2,"I2.1, A5.1, I2.2, I4","[A5.1, A2.1, S8]"
it,rianimare,"S1.1.1, S1.2.5",B3,"B2, B1, B4","L1, S1.1.1","[S1.1.1, S1.2.5, A2.1, S8]"
it,riassestamento,"A2.1, W3","A2.1, M3",Z84,"A2.1, W4, W3, Z84","[A2.1, A7]"
it,riassumere,"Q2.2, I4, I3.1, I3.2, Q1.2, Q3",Z84,"Q2.2, X2.2, Q1.1, Q1.2, Q3, Q1.3, Q2.1, P1",Q2.2,"[Q2.2, X2]"
it,riassunto,"Q3, Q2.1, Q1.1","Q1.1, Q3","I3.2, X2.3, Q4.2, P1","Q1.2, Q4.2, Q1.1, X2.5, X2.3, I3.1",[Q2.2]
it,ribasso,"I1.3, N4","I2.1, I2.2, I1.3","W3, M1, X9.2, K5.2, A1.8, N5, K5, T1.3, G2.2","M1, K5, I2.1, X9.2, K5.2, N5","[M1, N5, A2.1, S7.1, W3, M4, N5, N5, S1.2.5, N5, S7.1]"
it,ricacciare,"G3, L2","G3, A1.1.1","A1.1.1, G3, A1.8, A1.9, A1.1.2",Z84,[G3]
it,richiesta,"X7, Q2.1, Q2.2, S1.1.1","I2.2, I1.1, Q2.2, Q2.1","Q2.2, Q2.1, T1.2, S1.1.1, Z84, A4.1, Q1.3, X2.4, I2.2, X7","Z84, Z85, S1.1.1, Q1.3, S9, Q2.1, A4.1, X2.4","[Q2.1, Q2.2, X7, X2.4]"
it,richiesto,"X7, A9, S6, S3.2","X7, S6, A9, A7, G2.1","A9, Z85, A7, X7, S6","X7, Z84, Z85, A9, A7, G2.1, S3.2","[X7, X6]"
it,ricompensa,"X5.2, I1.1","I1.1, S8, G2.2","S1.1.4, I1.1","S8, I1.1, S1.1.2, X2.4, X5.2, X2.1","[I1.1, I3.1, G2.2, I1, E3, S8, X2.1, S1.2.3]"
it,ricompensare,"I1, Z84, S1.1.2, I1.2","I1, S1.1.2, I1.2","Z84, Z85, I1.2",I1,"[I1.2, S1.1.2, I1, A9, S8, X2.1, S1.2.3]"
it,riconoscente,"S8, X2.5, E2, X5.1, S2.1, S2.2","E2, X5.1","E2, S1.1.1, E6, X2.5, A2.2","Z84, Z85, E2, X2.5","[E2, X2.5, S1.1.1, X5.1]"
it,riconoscere,"X2.2, X2.5, Q2.1, Z84, G2.1, Q2.2, S1.1.1, X2.1","G2.1, Z84, Z85, X3, S7.4, Q2.2, S1.1.1","X2.1, Q2.1, S7.4, Q2.2, A10, S1.1.1, X2.5, X3, G2.1, S8","Z84, Z85, X2.1, S7.4, A10, S8, G2.1, A9, X2.5, X3","[A9, A9, Q2.2, P1, A5.1, I3.2, Q2.1, X3, A10, S7.4, S8, X2.1, X2.2, X2.5, G2.1, S1.1.1]"
it,riepilogo,"Q2.1, Z84, Z85, Q2.2",Q2.1,"Q2.1, Z84",Q2.1,"[Q2.1, Q2.2]"
it,riferimento,"Q1.2, Q2.2, Z2",Q1.2,"Q1.2, Q2.2, M7, M8","Z84, Z85","[Q2.2, Q1.2, A4.1, A1.2]"
it,rifiutare,"Q2.2, S7.4, X7","S7.4, Q2.2","X7, S7.4, Q2.2, A2.2, A2.1, A1.8, A1.9","Z85, Q2.2, X7","[Q2.2, Z6, S7.4, X7]"
it,riflessione,A2.2,"X3.4, X2.1","Y1, A2.2, X2.1, Z84, X3.4","X2.1, Y1",[X2.1]
it,riflettore,"Q4.3, K4, O2, X3.4, M7","O2, Z84, Z85, Q4.3, M7, B2, O4.4, N5, X3.4, A14","Q4.3, O2, B2, A14, X3.4, M7, O4.4","Z84, Z85, M7, N5, B2, A14, O4.4, X3.4","[O2, O4.4]"
it,rigettare,"E2, A15",E2,"A1.9, A1.8, E2, A2.2, A9","A1.9, A1.8, E2, A2.2, A9, I2.2, G1.1, G1.2","[E2, X7, B2, X2.1]"
it,rimozione,"M2, S7.1",M2,"M2, O2","M2, A1.8, A1.9, A9, A1.2","[M2, A1.8]"
it,rimproverare,"Q2.2, Q2.1, Q1.1, Z84, P1, A5.1, X7","Q2.2, Q2.1","Q2.1, Q2.2, Z84","Q2.2, Q2.1, S3.1","[A1.1.1, Q2.2, Q2.1, Q2.2, E2]"
it,rincarare,N5,"I1.3, N5, M1, M2","A1.9, Z84, Z85, M1","N5, I1.3","[I1.3, N5, A2.1]"
it,rinforzare,"I3.1, Z84, N5, O4.1",O4.1,"N5, O4.1, O4.2, A11.1, I3.1","Z84, Z85, N5","[O4.1, A2.1, N5, A2.1, A13.3]"
it,ringraziamento,"S9, Z84","S3.1, E6, X4.1, A11.1, S9, P1",Z84,"S9, S6","[Q2.2, S9, S1.2.4]"
it,rinunciare,"T2, Z84, Q2.2, X2.1, G1.1, G3","X2.1, Q2.2, X7, G3, G1.1, Z85","X7, Q2.2, T2, X2.1, A1.8, A1.9","T2, Z84, Z85, Q2.2, X2.1","[A9, X2.1, Q2.2, X7]"
it,riorganizzare,"A2.1, A1.1.1, H1",A1.1.1,"A2.1, A1.1.1","A1.1.1, A2.1, H1","[A2.1, H1, N6, A1.1.1, N6]"
it,riparare,"A1.1.1, X9.2, A10","A1.1.1, H5, H4, S8","S8, A1.1.1","A1.1.1, X9.2, S8, M1, X5.1, S7.1, A10, A5.1","[A1.1.1, S8, A1.1.2, M1, A5.3]"
it,riparo,"H1, A15, B5, A10","H4, A15, B5, H1, A10","A15, H4, X3.4, H1, O2, A10, B5, A1.1.1","Z84, Z85, B5, A15, X3.4, A1.1.1, O2","[A15, O2, A15, H1, H1, A10]"
it,ripetizione,"N6, Q2.1","N6, Q2.1, K4, Q4.3",N6,"Q2.1, N6, A1.8, Q4.3, K4","[N6, A1.8, K4, Q4.3, N6]"
it,ripostiglio,"N5.1, Z84",H2,"H2, H4, H5","H2, H3, M7",[H2]
it,risarcimento,"I2.1, I1.1, G2.1, S7.2","S8, I1.3, I3.1, G2.2","I1.3, I3.1, G2.2, S8","I1.3, G2.2, I3.1, S8","[i1.2, S8]"
it,risarcire,"I1, I2.2, A9, A5.1","I2.2, I1, A9","I1, A9, G2.2, S8","Z84, Z85, A5.1, A9, I2.2","[I2.2, A9, S8]"
it,rischiararsi,"O4.3, A5.1, L3, O2","A1.1.1, A5.1, O4.3, B4","Z84, Z85, A5.1","W4, W2, A5.1","[O4.3, A2.1]"
it,rischio,"A15, A1.4, K5","A15, A1.4, A7","A15, A1.4, X2.1, A7, K5, G2.1","A7, Z84, Z85, X2.1, K5, A1.4","[A1.4, A7, A15, K5, E6]"
it,riscuotere,"Z85, X5.1, A9, M2","M2, A9","I1.2, I1, A9, X5.1","I1, A9, I1.2, M2","[M2, A9, I1.2, X2.1, X9.2]"
it,risentimento,"E3, X1","E2, E3, E4.2, S4","E3, Z84, Z85, S1.2.2","E3, E2","[E2, E3]"
it,riserva,"L2, L3, I1, S6, I1.1","K5.1, L3, A1.7, I1.1, S6, S7.4, X9.1, K4","S7.4, Z84, Z85, A1.9, X4.1, P1, X9.1, G1.1, B4, A1.7","S7.4, Z84, A1.9, X4.1, I1.1","[L3, I1, G1.1, I1, I1.3, I1.1, S7.4, X4.1, P1, X9.1, S6, A1.7, S8]"
it,risoluto,"X8, X7, A11.1","X4.2, X6","X8, X9.2, X9.1, S8, Z84, T2","X8, Z84, Z85, O4.5, T2","[A7, S1.2.5]"
it,risparmio,"I2.1, I1.3, I1.1, I1.2","I2.1, I1.3","I1.3, I2.1","Z84, I1.3","[I2.1, I1.3, A1.5.1, A1.3, A1.9]"
it,risplendere,"O4.6, W2",A11.2,"A11.2, E6, X3.4, X5.2","Z84, Z85, O4.6, E3","[O4.6, E4.1, A11.2]"
it,rispondere,"Q2.2, Q2.1, Z84, P1, S1.1.1, A1.1.1, Q4.3, Q1.2, G3, K5.1","X9.2, A1.1.1, Q2.2, M2","Q2.2, Q1.1",Q2.2,"[A1.1.1, B2, Y1, S7.1, X9.2, G3, K5.1, M1, M2, Q1.2, Q2.2]"
it,risposta,"Q2.2, S1.1.3, S7.2, S1.1.1","Q2.2, X4.1, X9.2, S1.1.1","X9.2, Z84, Z85, X4.1","S1.1.1, Q2.2","[Q2.2, X4.1, X9.2]"
it,rissa,"E3, G3",E3,"E3, Q2.2, S5","Q2.2, Z84, Z85","[E3, Q2.2, X3.2]"
it,ristampare,Q4.1,"Q4.1, Y2",Z84,"Q4.1, Z84",[Q4.1]
it,ritenere,X2.1,"X2.1, A9",X2.1,"X2.1, A1.1.1, A9, M2","[X2.1, A5]"
it,ritrarre,"C1, O4.2, M2","C1, B1, O4.2, A9, X5.1","O4.2, S1.1.1, A14, Q1.1, Q2.1, A4.2","A10, X5.1, A9, C1, I1.2","[X2.1, A10, E1, C1, M2, A9, X5.1, I1.2]"
it,riunione,"S1.1.3, S1.1.1","S5, S1.1.3, M1, A6.2, Q2.1, Z84, X2.3, A6.1, B3","Z84, Z85, X2.3, B3, I1.1, A6.2, A6.1","Q2.1, S1.1.3","[S1.1.3, S5, A1.8]"
it,rivalità,"S7.3, K1","S7.3, Z85",S7.3,"S7.3, K1, S5",[S7.3]
it,rivelare,"A10, Q2.2","A10, Q2.2, S1.1.3, S1.1.1, B1, S3.2",A10,"Q2.2, A10","[Q2.2, A10]"
it,rivelarsi,X9.2,Y1,"X9.2, X3.4, L3, Z85","Z84, Z85, L3","[Q2.2, A10, X9.2]"
it,rivendicare,"Q2.2, S7.3","Q2.2, S7.3, S1.1.2, A6.1","Q2.2, Z84, Z85, A6.1","Q2.2, S7.3","[S7.3, Q2.2]"
it,riverente,"S7.2, S2.2, S2.1, S1.2.4","A3, S7.2, S3.1, X2.5, X2.1",Z84,S7.2,[S8]
it,rivestire,"X2.1, B5","C1, B5, H5, H2","B5, A9, Z5","B5, X2.1, A2.2, A9","[A10, M2, B5, S7.1]"
it,rivista,"Q4.2, Z85, O2","Q4.2, Q4.3, O2, I1.3","Q4.2, O2, Q4.3, X3.4","S7.2, Z84, Z85, G3, O2, Q4.3","[Q4.2, Q4.3, O2]"
it,rivoltare,"O4.2, E2, A3",O4.2,"O4.2, X3.1, X3.5","O4.2, Z84",[E3]
it,rivoltoso,"S5, E3","G1.2, G3, S8, S1.1.3","S8, G3","G1.2, S8, A6.1, G3","[G3, S2, G1.2, S2, E3, S2]"
it,rombo,"O1.1, Z84, Z85, O4.4",Z85,"O4.4, O1.1","O4.4, O1.1, N3.4, N2","[X3.2, O4.4]"
it,rompersi,"A1.1.2, S3.1, C1, H5","A1.1.2, S1.1.2","A1.1.2, S1.1.2, S3.1, A10, A6.1, B4","S1.1.2, Z84, Z85, A6.1, B4, S3.1, A10","[A10, S3.1, A6.1, A1.1.2, S1.1.2]"
it,rosolare,O4.3,F1,"F1, A1.1.1",Z84,[O4.3]
